年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,178500.1,88.45,68907.38,99.12,109592.72,82.85,
2021,202897.73,100.54,75786.73,109.01,127111,96.09,
2020,179706.08,89.05,66085.72,95.06,113620.36,85.89,
2019,201798.76,100,69519.85,100,132278.91,100,
2018,210216.24,104.17,76031.28,109.37,134184.96,101.44,
2017,208282.96,103.21,72702.92,104.58,135580.04,102.5,
2016,212346.78,105.23,77851.61,111.98,134495.17,101.68,
2015,188616.17,93.47,66355.85,95.45,122260.32,92.43,
2014,207297.45,102.72,79045.18,113.7,128252.27,96.96,
2023,170733.87,84.61,68703.22,98.83,102030.65,77.13,T
2024,162967.65,80.76,68499.06,98.53,94468.59,71.42,T
2025,155201.43,76.91,68294.9,98.24,86906.53,65.7,T
2026,147435.21,73.06,68090.74,97.94,79344.46,59.98,T
2027,139668.99,69.21,67886.59,97.65,71782.4,54.27,T
2028,131902.76,65.36,67682.43,97.36,64220.34,48.55,T
2029,124136.54,61.52,67478.27,97.06,56658.27,42.83,T
2030,116370.32,57.67,67274.11,96.77,49096.21,37.12,T
2031,108604.1,53.82,67069.96,96.48,41534.14,31.4,T
2032,100837.88,49.97,66865.8,96.18,33972.08,25.68,T
2033,93071.66,46.12,66661.64,95.89,26410.02,19.97,T
2034,85305.43,42.27,66457.48,95.59,18847.95,14.25,T
2035,77539.21,38.42,66253.32,95.3,11285.89,8.53,T
2036,69772.99,34.58,66049.17,95.01,3723.83,2.82,T
2037,62006.77,30.73,65845.01,94.71,0,0,T
2038,54240.55,26.88,65640.85,94.42,0,0,T
2039,46474.33,23.03,65436.69,94.13,0,0,T
2040,38708.1,19.18,65232.53,93.83,0,0,T
2041,30941.88,15.33,65028.38,93.54,0,0,T
2042,23175.66,11.48,64824.22,93.25,0,0,T
2043,15409.44,7.64,64620.06,92.95,0,0,T
2044,7643.22,3.79,64415.9,92.66,0,0,T
2045,0,0,64211.75,92.36,0,0,T
2046,0,0,64007.59,92.07,0,0,T
2047,0,0,63803.43,91.78,0,0,T
2048,0,0,63599.27,91.48,0,0,T
2049,0,0,63395.11,91.19,0,0,T
2050,0,0,63190.96,90.9,0,0,T
