年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,694006.75,96.95,246578.77,85.97,447427.98,104.3,
2020,667446.45,93.24,236286.53,82.38,431159.92,100.51,
2019,715816.09,100,286831.89,100,428984.2,100,
2018,782104.27,109.26,331108.72,115.44,450995.55,105.13,
2017,717747.55,100.27,273142.4,95.23,444605.15,103.64,
2016,721106.5,100.74,272047.18,94.85,449059.32,104.68,
2015,627573.73,87.67,192570.86,67.14,435002.87,101.4,
2014,407213.03,56.89,155543.05,54.23,251669.98,58.67,
2013,392663.53,54.86,142678.1,49.74,249985.43,58.27,
2022,664640.91,92.85,218402.12,76.14,446238.79,104.02,T
2023,635275.07,88.75,190225.47,66.32,445049.6,103.74,T
2024,605909.23,84.65,162048.82,56.5,443860.41,103.47,T
2025,576543.39,80.54,133872.17,46.67,442671.22,103.19,T
2026,547177.55,76.44,105695.52,36.85,441482.03,102.91,T
2027,517811.71,72.34,77518.87,27.03,440292.84,102.64,T
2028,488445.87,68.24,49342.22,17.2,439103.65,102.36,T
2029,459080.03,64.13,21165.57,7.38,437914.46,102.08,T
2030,429714.19,60.03,0,0,436725.27,101.8,T
2031,400348.35,55.93,0,0,435536.08,101.53,T
2032,370982.51,51.83,0,0,434346.89,101.25,T
2033,341616.67,47.72,0,0,433157.7,100.97,T
2034,312250.83,43.62,0,0,431968.51,100.7,T
2035,282884.99,39.52,0,0,430779.32,100.42,T
2036,253519.15,35.42,0,0,429590.13,100.14,T
2037,224153.31,31.31,0,0,428400.94,99.86,T
2038,194787.47,27.21,0,0,427211.75,99.59,T
2039,165421.63,23.11,0,0,426022.56,99.31,T
2040,136055.79,19.01,0,0,424833.37,99.03,T
2041,106689.95,14.9,0,0,423644.18,98.76,T
2042,77324.11,10.8,0,0,422454.99,98.48,T
2043,47958.27,6.7,0,0,421265.8,98.2,T
2044,18592.43,2.6,0,0,420076.61,97.92,T
2045,0,0,0,0,418887.42,97.65,T
2046,0,0,0,0,417698.23,97.37,T
2047,0,0,0,0,416509.04,97.09,T
2048,0,0,0,0,415319.85,96.81,T
2049,0,0,0,0,414130.66,96.54,T
2050,0,0,0,0,412941.47,96.26,T
