年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,686099.66,94.56,636584.83,94.76,49514.83,92.02,
2020,745714.01,102.77,706122.93,105.11,39591.08,73.58,
2019,725600.14,100,671789.89,100,53810.25,100,
2018,712707.11,98.22,650716.17,96.86,61990.94,115.2,
2017,541862.24,74.68,431067.72,64.17,110794.52,205.9,
2016,514985.66,70.97,426324.69,63.46,88660.97,164.77,
2015,527671.02,72.72,432499.23,64.38,95171.79,176.87,
2014,513578.76,70.78,435887.66,64.88,77691.1,144.38,
2022,677230.51,93.33,631874.38,94.06,45356.13,84.29,T
2023,668361.36,92.11,627163.94,93.36,41197.42,76.56,T
2024,659492.21,90.89,622453.49,92.66,37038.72,68.83,T
2025,650623.06,89.67,617743.04,91.95,32880.02,61.1,T
2026,641753.91,88.44,613032.6,91.25,28721.31,53.38,T
2027,632884.76,87.22,608322.15,90.55,24562.61,45.65,T
2028,624015.61,86,603611.7,89.85,20403.91,37.92,T
2029,615146.46,84.78,598901.26,89.15,16245.2,30.19,T
2030,606277.31,83.56,594190.81,88.45,12086.5,22.46,T
2031,597408.16,82.33,589480.36,87.75,7927.8,14.73,T
2032,588539.01,81.11,584769.92,87.05,3769.09,7,T
2033,579669.86,79.89,580059.47,86.35,0,0,T
2034,570800.71,78.67,575349.02,85.64,0,0,T
2035,561931.56,77.44,570638.58,84.94,0,0,T
2036,553062.41,76.22,565928.13,84.24,0,0,T
2037,544193.26,75,561217.68,83.54,0,0,T
2038,535324.11,73.78,556507.24,82.84,0,0,T
2039,526454.96,72.55,551796.79,82.14,0,0,T
2040,517585.81,71.33,547086.34,81.44,0,0,T
2041,508716.66,70.11,542375.9,80.74,0,0,T
2042,499847.51,68.89,537665.45,80.03,0,0,T
2043,490978.36,67.67,532955,79.33,0,0,T
2044,482109.21,66.44,528244.56,78.63,0,0,T
2045,473240.06,65.22,523534.11,77.93,0,0,T
2046,464370.91,64,518823.66,77.23,0,0,T
2047,455501.76,62.78,514113.22,76.53,0,0,T
2048,446632.61,61.55,509402.77,75.83,0,0,T
2049,437763.46,60.33,504692.32,75.13,0,0,T
2050,428894.31,59.11,499981.88,74.43,0,0,T
