年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,271768.37,95.14,86047.65,97.82,185720.72,93.95,
2019,285645.01,100,87960.81,100,197684.2,100,
2018,292615.15,102.44,87480.15,99.45,205135,103.77,
2017,300709.62,105.27,89339.22,101.57,211370.4,106.92,
2016,248988.61,87.17,79709,90.62,169279.61,85.63,
2015,303876.55,106.38,103918.83,118.14,199957.72,101.15,
2014,323415.48,113.22,102468.55,116.49,220946.93,111.77,
2013,304142.95,106.48,92285.33,104.92,211857.62,107.17,
2021,262121.29,91.76,84950.46,96.58,177170.83,89.62,T
2022,252474.2,88.39,83853.27,95.33,168620.93,85.3,T
2023,242827.12,85.01,82756.08,94.08,160071.04,80.97,T
2024,233180.04,81.63,81658.89,92.84,151521.15,76.65,T
2025,223532.95,78.26,80561.7,91.59,142971.25,72.32,T
2026,213885.87,74.88,79464.51,90.34,134421.36,68,T
2027,204238.79,71.5,78367.32,89.09,125871.47,63.67,T
2028,194591.7,68.12,77270.13,87.85,117321.57,59.35,T
2029,184944.62,64.75,76172.94,86.6,108771.68,55.02,T
2030,175297.54,61.37,75075.75,85.35,100221.79,50.7,T
2031,165650.45,57.99,73978.56,84.1,91671.89,46.37,T
2032,156003.37,54.61,72881.37,82.86,83122,42.05,T
2033,146356.29,51.24,71784.18,81.61,74572.11,37.72,T
2034,136709.2,47.86,70686.99,80.36,66022.21,33.4,T
2035,127062.12,44.48,69589.8,79.11,57472.32,29.07,T
2036,117415.04,41.11,68492.61,77.87,48922.43,24.75,T
2037,107767.95,37.73,67395.42,76.62,40372.53,20.42,T
2038,98120.87,34.35,66298.23,75.37,31822.64,16.1,T
2039,88473.79,30.97,65201.04,74.13,23272.75,11.77,T
2040,78826.7,27.6,64103.85,72.88,14722.85,7.45,T
2041,69179.62,24.22,63006.66,71.63,6172.96,3.12,T
2042,59532.54,20.84,61909.47,70.38,0,0,T
2043,49885.45,17.46,60812.28,69.14,0,0,T
2044,40238.37,14.09,59715.09,67.89,0,0,T
2045,30591.29,10.71,58617.9,66.64,0,0,T
2046,20944.2,7.33,57520.71,65.39,0,0,T
2047,11297.12,3.95,56423.52,64.15,0,0,T
2048,1650.04,0.58,55326.33,62.9,0,0,T
2049,0,0,54229.14,61.65,0,0,T
2050,0,0,53131.95,60.4,0,0,T
