年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,13956.16,53.7,10035.94,46.54,3920.22,88.62,
2020,11410.28,43.91,8375.99,38.84,3034.29,68.59,
2019,25987.73,100,21563.91,100,4423.82,100,
2018,22951.65,88.32,18673.64,86.6,4278.01,96.7,
2017,25506.8,98.15,21245.99,98.53,4260.81,96.32,
2016,25367.95,97.62,21371.78,99.11,3996.17,90.33,
2015,28027.76,107.85,23957.2,111.1,4070.56,92.01,
2014,30116.74,115.89,26222.26,121.6,3894.48,88.03,
2022,10957.66,42.16,7156.71,33.19,3800.96,85.92,T
2023,7959.17,30.63,4277.47,19.84,3681.69,83.22,T
2024,4960.67,19.09,1398.24,6.48,3562.43,80.53,T
2025,1962.17,7.55,0,0,3443.17,77.83,T
2026,0,0,0,0,3323.9,75.14,T
2027,0,0,0,0,3204.64,72.44,T
2028,0,0,0,0,3085.38,69.74,T
2029,0,0,0,0,2966.11,67.05,T
2030,0,0,0,0,2846.85,64.35,T
2031,0,0,0,0,2727.59,61.66,T
2032,0,0,0,0,2608.32,58.96,T
2033,0,0,0,0,2489.06,56.26,T
2034,0,0,0,0,2369.8,53.57,T
2035,0,0,0,0,2250.53,50.87,T
2036,0,0,0,0,2131.27,48.18,T
2037,0,0,0,0,2012.01,45.48,T
2038,0,0,0,0,1892.74,42.79,T
2039,0,0,0,0,1773.48,40.09,T
2040,0,0,0,0,1654.22,37.39,T
2041,0,0,0,0,1534.95,34.7,T
2042,0,0,0,0,1415.69,32,T
2043,0,0,0,0,1296.43,29.31,T
2044,0,0,0,0,1177.16,26.61,T
2045,0,0,0,0,1057.9,23.91,T
2046,0,0,0,0,938.64,21.22,T
2047,0,0,0,0,819.37,18.52,T
2048,0,0,0,0,700.11,15.83,T
2049,0,0,0,0,580.85,13.13,T
2050,0,0,0,0,461.58,10.43,T
