年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,102212.38,362.6,52348.67,394.1,49863.71,334.53,
2021,135239.93,479.76,29745.11,223.93,105494.82,707.75,
2020,115869,411.05,30311.74,228.2,85557.26,573.99,
2019,28188.79,100,13283.18,100,14905.61,100,
2018,141991.71,503.72,59922.99,451.12,82068.72,550.59,
2017,133788.84,474.62,42912.07,323.06,90876.77,609.68,
2016,117526.09,416.92,18337.32,138.05,99188.77,665.45,
2015,110912.98,393.46,22851.51,172.03,88061.47,590.79,
2014,110683.03,392.65,29314.69,220.69,81368.34,545.89,
2023,126886.91,450.13,65370.5,492.13,61516.41,412.71,T
2024,151561.44,537.67,78392.33,590.16,73169.11,490.88,T
2025,176235.97,625.2,91414.16,688.19,84821.81,569.06,T
2026,200910.5,712.73,104435.99,786.23,96474.5,647.24,T
2027,225585.03,800.27,117457.82,884.26,108127.2,725.41,T
2028,250259.56,887.8,130479.65,982.29,119779.9,803.59,T
2029,274934.09,975.33,143501.48,1080.32,131432.6,881.77,T
2030,299608.62,1062.86,156523.32,1178.36,143085.3,959.94,T
2031,324283.15,1150.4,169545.15,1276.39,154738,1038.12,T
2032,348957.68,1237.93,182566.98,1374.42,166390.7,1116.3,T
2033,373632.21,1325.46,195588.81,1472.45,178043.4,1194.47,T
2034,398306.74,1413,208610.64,1570.49,189696.1,1272.65,T
2035,422981.26,1500.53,221632.47,1668.52,201348.8,1350.83,T
2036,447655.79,1588.06,234654.3,1766.55,213001.5,1429,T
2037,472330.32,1675.6,247676.13,1864.58,224654.2,1507.18,T
2038,497004.85,1763.13,260697.96,1962.62,236306.89,1585.36,T
2039,521679.38,1850.66,273719.79,2060.65,247959.59,1663.53,T
2040,546353.91,1938.2,286741.62,2158.68,259612.29,1741.71,T
2041,571028.44,2025.73,299763.45,2256.71,271264.99,1819.89,T
2042,595702.97,2113.26,312785.28,2354.75,282917.69,1898.06,T
2043,620377.5,2200.8,325807.11,2452.78,294570.39,1976.24,T
2044,645052.03,2288.33,338828.94,2550.81,306223.09,2054.42,T
2045,669726.56,2375.86,351850.77,2648.84,317875.79,2132.59,T
2046,694401.09,2463.39,364872.6,2746.88,329528.49,2210.77,T
2047,719075.62,2550.93,377894.43,2844.91,341181.19,2288.94,T
2048,743750.15,2638.46,390916.26,2942.94,352833.89,2367.12,T
2049,768424.68,2725.99,403938.09,3040.97,364486.59,2445.3,T
2050,793099.21,2813.53,416959.92,3139.01,376139.29,2523.47,T
