年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,2235582.74,95.15,58558.73,97.63,2177024.01,95.08,
2020,2262801.49,96.31,57348.66,95.62,2205452.83,96.32,
2019,2349590.2,100,59977.63,100,2289612.57,100,
2018,2713369.56,115.48,268883.23,448.31,2444486.33,106.76,
2017,2692688.27,114.6,273682.46,456.31,2419005.81,105.65,
2016,2538218.36,108.03,233420.54,389.18,2304797.82,100.66,
2015,2470361.1,105.14,283570.46,472.79,2186790.64,95.51,
2014,2465127.09,104.92,302293.78,504.01,2162833.31,94.46,
2013,2410037.96,102.57,311199.89,518.86,2098838.07,91.67,
2022,2076320.47,88.37,0,0,2087869.9,91.19,T
2023,1917058.19,81.59,0,0,1998715.8,87.29,T
2024,1757795.92,74.81,0,0,1909561.69,83.4,T
2025,1598533.65,68.03,0,0,1820407.58,79.51,T
2026,1439271.37,61.26,0,0,1731253.48,75.61,T
2027,1280009.1,54.48,0,0,1642099.37,71.72,T
2028,1120746.83,47.7,0,0,1552945.26,67.83,T
2029,961484.55,40.92,0,0,1463791.16,63.93,T
2030,802222.28,34.14,0,0,1374637.05,60.04,T
2031,642960.01,27.36,0,0,1285482.94,56.14,T
2032,483697.73,20.59,0,0,1196328.84,52.25,T
2033,324435.46,13.81,0,0,1107174.73,48.36,T
2034,165173.19,7.03,0,0,1018020.62,44.46,T
2035,5910.91,0.25,0,0,928866.52,40.57,T
2036,0,0,0,0,839712.41,36.67,T
2037,0,0,0,0,750558.3,32.78,T
2038,0,0,0,0,661404.2,28.89,T
2039,0,0,0,0,572250.09,24.99,T
2040,0,0,0,0,483095.98,21.1,T
2041,0,0,0,0,393941.88,17.21,T
2042,0,0,0,0,304787.77,13.31,T
2043,0,0,0,0,215633.66,9.42,T
2044,0,0,0,0,126479.56,5.52,T
2045,0,0,0,0,37325.45,1.63,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
