年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,116496.11,97.54,30108.56,99.65,86387.55,96.83,
2019,119432.92,100,30212.97,100,89219.95,100,
2018,133826.06,112.05,31670.97,104.83,102155.09,114.5,
2017,116147.19,97.25,27851.07,92.18,88296.12,98.96,
2016,122692.06,102.73,29097.43,96.31,93594.63,104.9,
2021,116612.42,97.64,30861.06,102.15,85751.36,96.11,T
2022,116728.72,97.74,31613.55,104.64,85115.17,95.4,T
2023,116845.03,97.83,32366.05,107.13,84478.98,94.69,T
2024,116961.34,97.93,33118.55,109.62,83842.79,93.97,T
2025,117077.64,98.03,33871.04,112.11,83206.6,93.26,T
2026,117193.95,98.13,34623.54,114.6,82570.41,92.55,T
2027,117310.26,98.22,35376.04,117.09,81934.22,91.83,T
2028,117426.56,98.32,36128.53,119.58,81298.03,91.12,T
2029,117542.87,98.42,36881.03,122.07,80661.84,90.41,T
2030,117659.18,98.51,37633.53,124.56,80025.65,89.69,T
2031,117775.48,98.61,38386.02,127.05,79389.46,88.98,T
2032,117891.79,98.71,39138.52,129.54,78753.27,88.27,T
2033,118008.1,98.81,39891.02,132.03,78117.08,87.56,T
2034,118124.4,98.9,40643.51,134.52,77480.89,86.84,T
2035,118240.71,99,41396.01,137.01,76844.7,86.13,T
2036,118357.02,99.1,42148.51,139.5,76208.51,85.42,T
2037,118473.32,99.2,42901,142,75572.32,84.7,T
2038,118589.63,99.29,43653.5,144.49,74936.13,83.99,T
2039,118705.94,99.39,44406,146.98,74299.94,83.28,T
2040,118822.24,99.49,45158.49,149.47,73663.75,82.56,T
2041,118938.55,99.59,45910.99,151.96,73027.56,81.85,T
2042,119054.86,99.68,46663.49,154.45,72391.37,81.14,T
2043,119171.16,99.78,47415.98,156.94,71755.18,80.43,T
2044,119287.47,99.88,48168.48,159.43,71118.99,79.71,T
2045,119403.78,99.98,48920.98,161.92,70482.8,79,T
2046,119520.08,100.07,49673.47,164.41,69846.61,78.29,T
2047,119636.39,100.17,50425.97,166.9,69210.42,77.57,T
2048,119752.7,100.27,51178.47,169.39,68574.23,76.86,T
2049,119869,100.37,51930.96,171.88,67938.04,76.15,T
2050,119985.31,100.46,52683.46,174.37,67301.85,75.43,T
