分類,子分類,項目,來自公司報告,單位,年份,數值
S,員工薪資,平均薪資,,仟元,2020,866
S,員工薪資,薪資中位數,,仟元,2020,852
S,員工薪資,平均薪資,,仟元,2019,854
S,員工薪資,薪資中位數,,仟元,2019,817
S,員工薪資,平均薪資,,仟元,2018,855
G,資本額,資本額,,元,2020,500471000
G,資本額,資本額,,元,2019,500471000
