年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,248967.23,127.13,159644.72,143.03,89322.51,106.06,
2020,182118.64,92.99,101040.16,90.52,81078.48,96.27,
2019,195841.17,100,111620,100,84221.17,100,
2018,251578.53,128.46,161913.92,145.06,89664.61,106.46,
2017,338619.24,172.91,238907.47,214.04,99711.77,118.39,
2016,278256.61,142.08,185612.5,166.29,92644.11,110,
2015,66171.66,33.79,37037.99,33.18,29133.67,34.59,
2014,12227.21,6.24,164.4,0.15,12062.81,14.32,
2013,20643.74,10.54,18.98,0.02,20624.76,24.49,
2022,248096.8,126.68,158888.32,142.35,89208.48,105.92,T
2023,247226.36,126.24,158131.92,141.67,89094.44,105.79,T
2024,246355.93,125.79,157375.52,140.99,88980.41,105.65,T
2025,245485.5,125.35,156619.12,140.31,88866.38,105.52,T
2026,244615.06,124.9,155862.72,139.64,88752.34,105.38,T
2027,243744.63,124.46,155106.32,138.96,88638.31,105.24,T
2028,242874.2,124.02,154349.92,138.28,88524.28,105.11,T
2029,242003.76,123.57,153593.52,137.6,88410.24,104.97,T
2030,241133.33,123.13,152837.12,136.93,88296.21,104.84,T
2031,240262.9,122.68,152080.72,136.25,88182.18,104.7,T
2032,239392.46,122.24,151324.32,135.57,88068.14,104.57,T
2033,238522.03,121.79,150567.92,134.89,87954.11,104.43,T
2034,237651.6,121.35,149811.52,134.22,87840.08,104.3,T
2035,236781.16,120.9,149055.12,133.54,87726.04,104.16,T
2036,235910.73,120.46,148298.72,132.86,87612.01,104.03,T
2037,235040.3,120.02,147542.32,132.18,87497.98,103.89,T
2038,234169.86,119.57,146785.92,131.51,87383.94,103.76,T
2039,233299.43,119.13,146029.52,130.83,87269.91,103.62,T
2040,232429,118.68,145273.12,130.15,87155.88,103.48,T
2041,231558.56,118.24,144516.72,129.47,87041.84,103.35,T
2042,230688.13,117.79,143760.32,128.79,86927.81,103.21,T
2043,229817.7,117.35,143003.92,128.12,86813.78,103.08,T
2044,228947.26,116.9,142247.52,127.44,86699.74,102.94,T
2045,228076.83,116.46,141491.12,126.76,86585.71,102.81,T
2046,227206.4,116.02,140734.72,126.08,86471.68,102.67,T
2047,226335.96,115.57,139978.32,125.41,86357.64,102.54,T
2048,225465.53,115.13,139221.92,124.73,86243.61,102.4,T
2049,224595.1,114.68,138465.52,124.05,86129.58,102.27,T
2050,223724.66,114.24,137709.12,123.37,86015.54,102.13,T
