年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,5012760.27,111.88,4797297.62,112.44,215462.65,100.56,
2020,4612649.28,102.95,4411102.09,103.39,201547.19,94.06,
2019,4480663.6,100,4266394.18,100,214269.42,100,
2018,4467000.1,99.7,4228687.92,99.12,238312.18,111.22,
2017,4397776.32,98.15,4144669.28,97.15,253107.04,118.13,
2016,4089605.56,91.27,3835837.35,89.91,253768.21,118.43,
2015,4896252.25,109.28,4614889.72,108.17,281362.53,131.31,
2014,5381831.26,120.11,5097452.57,119.48,284378.69,132.72,
2013,6851987.15,152.92,6545196.9,153.41,306790.25,143.18,
2022,5194680.33,115.94,4986834.19,116.89,207846.14,97,T
2023,5376600.38,120,5176370.75,121.33,200229.63,93.45,T
2024,5558520.44,124.06,5365907.32,125.77,192613.12,89.89,T
2025,5740440.5,128.12,5555443.89,130.21,184996.61,86.34,T
2026,5922360.55,132.18,5744980.45,134.66,177380.1,82.78,T
2027,6104280.61,136.24,5934517.02,139.1,169763.59,79.23,T
2028,6286200.67,140.3,6124053.59,143.54,162147.08,75.67,T
2029,6468120.72,144.36,6313590.15,147.98,154530.57,72.12,T
2030,6650040.78,148.42,6503126.72,152.43,146914.06,68.57,T
2031,6831960.84,152.48,6692663.29,156.87,139297.55,65.01,T
2032,7013880.89,156.54,6882199.85,161.31,131681.04,61.46,T
2033,7195800.95,160.6,7071736.42,165.75,124064.53,57.9,T
2034,7377721.01,164.66,7261272.99,170.2,116448.02,54.35,T
2035,7559641.06,168.72,7450809.55,174.64,108831.51,50.79,T
2036,7741561.12,172.78,7640346.12,179.08,101215,47.24,T
2037,7923481.18,176.84,7829882.69,183.52,93598.49,43.68,T
2038,8105401.23,180.9,8019419.25,187.97,85981.98,40.13,T
2039,8287321.29,184.96,8208955.82,192.41,78365.47,36.57,T
2040,8469241.35,189.02,8398492.39,196.85,70748.96,33.02,T
2041,8651161.4,193.08,8588028.95,201.29,63132.45,29.46,T
2042,8833081.46,197.14,8777565.52,205.74,55515.94,25.91,T
2043,9015001.52,201.2,8967102.09,210.18,47899.43,22.35,T
2044,9196921.57,205.26,9156638.65,214.62,40282.92,18.8,T
2045,9378841.63,209.32,9346175.22,219.06,32666.41,15.25,T
2046,9560761.69,213.38,9535711.79,223.51,25049.9,11.69,T
2047,9742681.74,217.44,9725248.35,227.95,17433.39,8.14,T
2048,9924601.8,221.5,9914784.92,232.39,9816.88,4.58,T
2049,10106521.86,225.56,10104321.49,236.84,2200.37,1.03,T
2050,10288441.91,229.62,10293858.05,241.28,0,0,T
