年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,41160.23,87.82,25200.25,90.21,15959.99,84.31,
2021,51169.68,109.18,33343.28,119.36,17826.4,94.17,
2020,42413.88,90.5,26011.33,93.11,16402.55,86.65,
2019,46866.69,100,27935.96,100,18930.73,100,
2018,49121.06,104.81,30063.54,107.62,19057.52,100.67,
2017,47093.68,100.48,28069.76,100.48,19023.92,100.49,
2015,39958.42,85.26,23900.27,85.55,16058.15,84.83,
2014,45040.57,96.1,29097.14,104.16,15943.43,84.22,
2023,39258.08,83.77,24288.34,86.94,14969.74,79.08,T
2024,37355.93,79.71,23376.44,83.68,13979.49,73.85,T
2025,35453.78,75.65,22464.53,80.41,12989.25,68.61,T
2026,33551.63,71.59,21552.63,77.15,11999,63.38,T
2027,31649.47,67.53,20640.72,73.89,11008.75,58.15,T
2028,29747.32,63.47,19728.82,70.62,10018.5,52.92,T
2029,27845.17,59.41,18816.91,67.36,9028.26,47.69,T
2030,25943.02,55.35,17905.01,64.09,8038.01,42.46,T
2031,24040.87,51.3,16993.1,60.83,7047.76,37.23,T
2032,22138.71,47.24,16081.2,57.56,6057.51,32,T
2033,20236.56,43.18,15169.29,54.3,5067.27,26.77,T
2034,18334.41,39.12,14257.39,51.04,4077.02,21.54,T
2035,16432.26,35.06,13345.49,47.77,3086.77,16.31,T
2036,14530.11,31,12433.58,44.51,2096.53,11.07,T
2037,12627.95,26.94,11521.68,41.24,1106.28,5.84,T
2038,10725.8,22.89,10609.77,37.98,116.03,0.61,T
2039,8823.65,18.83,9697.87,34.71,0,0,T
2040,6921.5,14.77,8785.96,31.45,0,0,T
2041,5019.35,10.71,7874.06,28.19,0,0,T
2042,3117.19,6.65,6962.15,24.92,0,0,T
2043,1215.04,2.59,6050.25,21.66,0,0,T
2044,0,0,5138.34,18.39,0,0,T
2045,0,0,4226.44,15.13,0,0,T
2046,0,0,3314.53,11.86,0,0,T
2047,0,0,2402.63,8.6,0,0,T
2048,0,0,1490.72,5.34,0,0,T
2049,0,0,578.82,2.07,0,0,T
2050,0,0,0,0,0,0,T
