年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,3131951.99,94.09,1683014.23,78.13,1448937.76,123.37,
2021,3355183.44,100.8,2115526.15,98.21,1239657.29,105.55,
2020,3470702.6,104.27,2136894.03,99.2,1333808.57,113.57,
2019,3328594.96,100,2154158.55,100,1174436.41,100,
2018,3125992.83,93.91,2027898.47,94.14,1098094.36,93.5,
2017,2995422.79,89.99,1919264.28,89.1,1076158.51,91.63,
2016,2898874.46,87.09,1896107.22,88.02,1002767.24,85.38,
2015,2824541.48,84.86,1901699.53,88.28,922841.95,78.58,
2014,2737040.99,82.23,1853972.18,86.06,883068.81,75.19,
2013,1257320.41,37.77,1147067.75,53.25,110252.66,9.39,
2023,3066404.34,92.12,1525966.12,70.84,1540438.21,131.16,T
2024,3000856.68,90.15,1368918.02,63.55,1631938.66,138.96,T
2025,2935309.03,88.18,1211869.91,56.26,1723439.11,146.75,T
2026,2869761.37,86.22,1054821.81,48.97,1814939.56,154.54,T
2027,2804213.71,84.25,897773.7,41.68,1906440.02,162.33,T
2028,2738666.06,82.28,740725.59,34.39,1997940.47,170.12,T
2029,2673118.4,80.31,583677.49,27.1,2089440.92,177.91,T
2030,2607570.75,78.34,426629.38,19.8,2180941.37,185.7,T
2031,2542023.09,76.37,269581.27,12.51,2272441.82,193.49,T
2032,2476475.44,74.4,112533.17,5.22,2363942.27,201.28,T
2033,2410927.78,72.43,0,0,2455442.72,209.07,T
2034,2345380.13,70.46,0,0,2546943.17,216.87,T
2035,2279832.47,68.49,0,0,2638443.62,224.66,T
2036,2214284.81,66.52,0,0,2729944.07,232.45,T
2037,2148737.16,64.55,0,0,2821444.52,240.24,T
2038,2083189.5,62.58,0,0,2912944.97,248.03,T
2039,2017641.85,60.62,0,0,3004445.42,255.82,T
2040,1952094.19,58.65,0,0,3095945.87,263.61,T
2041,1886546.54,56.68,0,0,3187446.32,271.4,T
2042,1820998.88,54.71,0,0,3278946.77,279.19,T
2043,1755451.22,52.74,0,0,3370447.23,286.98,T
2044,1689903.57,50.77,0,0,3461947.68,294.78,T
2045,1624355.91,48.8,0,0,3553448.13,302.57,T
2046,1558808.26,46.83,0,0,3644948.58,310.36,T
2047,1493260.6,44.86,0,0,3736449.03,318.15,T
2048,1427712.95,42.89,0,0,3827949.48,325.94,T
2049,1362165.29,40.92,0,0,3919449.93,333.73,T
2050,1296617.63,38.95,0,0,4010950.38,341.52,T
