年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,10432.07,111.06,725.32,275.16,9706.75,106.33,
2021,10597.41,112.82,811.42,307.82,9785.99,107.19,
2020,9781.99,104.14,542.18,205.68,9239.81,101.21,
2019,9392.82,100,263.6,100,9129.22,100,
2018,10557.29,112.4,896.77,340.2,9660.52,105.82,
2017,10696.33,113.88,392.15,148.77,10304.18,112.87,
2023,10778.49,114.75,879.23,333.55,9899.26,108.43,T
2024,11124.91,118.44,1033.13,391.93,10091.77,110.54,T
2025,11471.33,122.13,1187.04,450.32,10284.28,112.65,T
2026,11817.74,125.82,1340.95,508.71,10476.79,114.76,T
2027,12164.16,129.5,1494.86,567.09,10669.31,116.87,T
2028,12510.58,133.19,1648.76,625.48,10861.82,118.98,T
2029,12857,136.88,1802.67,683.87,11054.33,121.09,T
2030,13203.41,140.57,1956.58,742.25,11246.84,123.2,T
2031,13549.83,144.26,2110.48,800.64,11439.35,125.3,T
2032,13896.25,147.95,2264.39,859.03,11631.86,127.41,T
2033,14242.67,151.63,2418.3,917.41,11824.37,129.52,T
2034,14589.09,155.32,2572.2,975.8,12016.88,131.63,T
2035,14935.5,159.01,2726.11,1034.19,12209.39,133.74,T
2036,15281.92,162.7,2880.02,1092.57,12401.9,135.85,T
2037,15628.34,166.39,3033.93,1150.96,12594.41,137.96,T
2038,15974.76,170.07,3187.83,1209.34,12786.92,140.07,T
2039,16321.17,173.76,3341.74,1267.73,12979.43,142.17,T
2040,16667.59,177.45,3495.65,1326.12,13171.94,144.28,T
2041,17014.01,181.14,3649.55,1384.5,13364.45,146.39,T
2042,17360.43,184.83,3803.46,1442.89,13556.97,148.5,T
2043,17706.84,188.51,3957.37,1501.28,13749.48,150.61,T
2044,18053.26,192.2,4111.27,1559.66,13941.99,152.72,T
2045,18399.68,195.89,4265.18,1618.05,14134.5,154.83,T
2046,18746.1,199.58,4419.09,1676.44,14327.01,156.94,T
2047,19092.51,203.27,4573,1734.82,14519.52,159.04,T
2048,19438.93,206.96,4726.9,1793.21,14712.03,161.15,T
2049,19785.35,210.64,4880.81,1851.6,14904.54,163.26,T
2050,20131.77,214.33,5034.72,1909.98,15097.05,165.37,T
