年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,605550.47,114.85,563669.21,115.42,41881.26,107.7,
2019,527261.47,100,488374.4,100,38887.07,100,
2018,505226.42,95.82,467579.27,95.74,37647.15,96.81,
2017,532476.43,100.99,491721.94,100.69,40754.49,104.8,
2016,593354.7,112.54,548627.61,112.34,44727.09,115.02,
2015,671877.11,127.43,621143.49,127.19,50733.62,130.46,
2014,750924.79,142.42,696739.89,142.67,54184.9,139.34,
2013,719396.65,136.44,665552.34,136.28,53844.31,138.46,
2021,629908.48,119.47,587651.63,120.33,42256.85,108.67,T
2022,654266.5,124.09,611634.06,125.24,42632.44,109.63,T
2023,678624.51,128.71,635616.48,130.15,43008.03,110.6,T
2024,702982.52,133.33,659598.9,135.06,43383.62,111.56,T
2025,727340.54,137.95,683581.33,139.97,43759.21,112.53,T
2026,751698.55,142.57,707563.75,144.88,44134.8,113.49,T
2027,776056.56,147.19,731546.17,149.79,44510.39,114.46,T
2028,800414.58,151.81,755528.6,154.7,44885.98,115.43,T
2029,824772.59,156.43,779511.02,159.61,45261.57,116.39,T
2030,849130.6,161.05,803493.44,164.52,45637.16,117.36,T
2031,873488.62,165.67,827475.87,169.43,46012.75,118.32,T
2032,897846.63,170.28,851458.29,174.35,46388.34,119.29,T
2033,922204.64,174.9,875440.71,179.26,46763.93,120.26,T
2034,946562.66,179.52,899423.14,184.17,47139.52,121.22,T
2035,970920.67,184.14,923405.56,189.08,47515.11,122.19,T
2036,995278.68,188.76,947387.98,193.99,47890.7,123.15,T
2037,1019636.7,193.38,971370.41,198.9,48266.29,124.12,T
2038,1043994.71,198,995352.83,203.81,48641.88,125.08,T
2039,1068352.72,202.62,1019335.25,208.72,49017.47,126.05,T
2040,1092710.74,207.24,1043317.68,213.63,49393.06,127.02,T
2041,1117068.75,211.86,1067300.1,218.54,49768.65,127.98,T
2042,1141426.76,216.48,1091282.52,223.45,50144.24,128.95,T
2043,1165784.78,221.1,1115264.95,228.36,50519.83,129.91,T
2044,1190142.79,225.72,1139247.37,233.27,50895.42,130.88,T
2045,1214500.8,230.34,1163229.79,238.18,51271.01,131.85,T
2046,1238858.82,234.96,1187212.22,243.09,51646.6,132.81,T
2047,1263216.83,239.58,1211194.64,248.01,52022.19,133.78,T
2048,1287574.84,244.2,1235177.06,252.92,52397.78,134.74,T
2049,1311932.86,248.82,1259159.49,257.83,52773.37,135.71,T
2050,1336290.87,253.44,1283141.91,262.74,53148.96,136.68,T
