年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,1491934.34,101.59,361928.44,87.16,1130005.9,107.27,
2021,1554671.52,105.86,456697.05,109.99,1097974.47,104.23,
2020,1519872.06,103.49,462402.58,111.36,1057469.48,100.39,
2019,1468615.19,100,415229.94,100,1053385.25,100,
2018,1553314.12,105.77,441417.37,106.31,1111896.75,105.55,
2017,1676096.29,114.13,472546.1,113.8,1203550.19,114.26,
2016,1600501.57,108.98,492545.05,118.62,1107956.52,105.18,
2015,1426327.43,97.12,454176.19,109.38,972151.24,92.29,
2014,1400224.87,95.34,407585.41,98.16,992639.46,94.23,
2013,1285231.1,87.51,368758.58,88.81,916472.52,87,
2023,1499707.4,102.12,344161.28,82.88,1155546.12,109.7,T
2024,1507480.45,102.65,326394.11,78.61,1181086.34,112.12,T
2025,1515253.5,103.18,308626.95,74.33,1206626.55,114.55,T
2026,1523026.55,103.7,290859.78,70.05,1232166.77,116.97,T
2027,1530799.6,104.23,273092.61,65.77,1257706.99,119.4,T
2028,1538572.65,104.76,255325.45,61.49,1283247.2,121.82,T
2029,1546345.7,105.29,237558.28,57.21,1308787.42,124.25,T
2030,1554118.75,105.82,219791.12,52.93,1334327.64,126.67,T
2031,1561891.81,106.35,202023.95,48.65,1359867.85,129.1,T
2032,1569664.86,106.88,184256.79,44.37,1385408.07,131.52,T
2033,1577437.91,107.41,166489.62,40.1,1410948.29,133.94,T
2034,1585210.96,107.94,148722.45,35.82,1436488.51,136.37,T
2035,1592984.01,108.47,130955.29,31.54,1462028.72,138.79,T
2036,1600757.06,109,113188.12,27.26,1487568.94,141.22,T
2037,1608530.11,109.53,95420.96,22.98,1513109.16,143.64,T
2038,1616303.17,110.06,77653.79,18.7,1538649.37,146.07,T
2039,1624076.22,110.59,59886.63,14.42,1564189.59,148.49,T
2040,1631849.27,111.11,42119.46,10.14,1589729.81,150.92,T
2041,1639622.32,111.64,24352.29,5.86,1615270.02,153.34,T
2042,1647395.37,112.17,6585.13,1.59,1640810.24,155.77,T
2043,1655168.42,112.7,0,0,1666350.46,158.19,T
2044,1662941.47,113.23,0,0,1691890.68,160.61,T
2045,1670714.52,113.76,0,0,1717430.89,163.04,T
2046,1678487.58,114.29,0,0,1742971.11,165.46,T
2047,1686260.63,114.82,0,0,1768511.33,167.89,T
2048,1694033.68,115.35,0,0,1794051.54,170.31,T
2049,1701806.73,115.88,0,0,1819591.76,172.74,T
2050,1709579.78,116.41,0,0,1845131.98,175.16,T
