年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,373455.01,105.13,146328.42,106.9,227126.59,104.01,
2021,372209.6,104.77,142387.55,104.03,229822.05,105.24,
2020,410250.97,115.48,164360.93,120.08,245890.04,112.6,
2019,355246.68,100,136877.54,100,218369.14,100,
2018,366359.22,103.13,134720.83,98.42,231638.39,106.08,
2017,401405.66,112.99,146483.6,107.02,254922.06,116.74,
2016,291774.92,82.13,114244.21,83.46,177530.71,81.3,
2015,295104.01,83.07,116649.3,85.22,178454.71,81.72,
2014,310368.01,87.37,127031.86,92.81,183336.15,83.96,
2013,348323.45,98.05,138349.31,101.08,209974.14,96.16,
2023,379524.46,106.83,149478.72,109.21,230045.74,105.35,T
2024,385593.9,108.54,152629.01,111.51,232964.89,106.68,T
2025,391663.35,110.25,155779.3,113.81,235884.04,108.02,T
2026,397732.79,111.96,158929.6,116.11,238803.19,109.36,T
2027,403802.24,113.67,162079.89,118.41,241722.35,110.69,T
2028,409871.68,115.38,165230.19,120.71,244641.5,112.03,T
2029,415941.13,117.09,168380.48,123.02,247560.65,113.37,T
2030,422010.57,118.79,171530.77,125.32,250479.8,114.7,T
2031,428080.02,120.5,174681.07,127.62,253398.95,116.04,T
2032,434149.46,122.21,177831.36,129.92,256318.1,117.38,T
2033,440218.91,123.92,180981.66,132.22,259237.25,118.72,T
2034,446288.35,125.63,184131.95,134.52,262156.4,120.05,T
2035,452357.79,127.34,187282.24,136.82,265075.55,121.39,T
2036,458427.24,129.04,190432.54,139.13,267994.7,122.73,T
2037,464496.68,130.75,193582.83,141.43,270913.85,124.06,T
2038,470566.13,132.46,196733.13,143.73,273833,125.4,T
2039,476635.57,134.17,199883.42,146.03,276752.15,126.74,T
2040,482705.02,135.88,203033.71,148.33,279671.3,128.07,T
2041,488774.46,137.59,206184.01,150.63,282590.45,129.41,T
2042,494843.91,139.3,209334.3,152.94,285509.61,130.75,T
2043,500913.35,141,212484.6,155.24,288428.76,132.08,T
2044,506982.8,142.71,215634.89,157.54,291347.91,133.42,T
2045,513052.24,144.42,218785.18,159.84,294267.06,134.76,T
2046,519121.69,146.13,221935.48,162.14,297186.21,136.09,T
2047,525191.13,147.84,225085.77,164.44,300105.36,137.43,T
2048,531260.58,149.55,228236.07,166.74,303024.51,138.77,T
2049,537330.02,151.26,231386.36,169.05,305943.66,140.1,T
2050,543399.46,152.96,234536.65,171.35,308862.81,141.44,T
