年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,151356.31,100.44,78493.18,101.56,72863.13,99.26,
2019,150694.52,100,77290.88,100,73403.64,100,
2018,171394.08,113.74,90146.3,116.63,81247.78,110.69,
2017,183112.13,121.51,99082.97,128.19,84029.16,114.48,
2016,173568.05,115.18,95817.93,123.97,77750.12,105.92,
2015,190942.56,126.71,112771.49,145.91,78171.07,106.49,
2014,160501.53,106.51,92983.85,120.3,67517.68,91.98,
2021,140771.04,93.41,71629.92,92.68,69141.12,94.19,T
2022,130185.76,86.39,64766.65,83.8,65419.11,89.12,T
2023,119600.49,79.37,57903.39,74.92,61697.1,84.05,T
2024,109015.22,72.34,51040.13,66.04,57975.09,78.98,T
2025,98429.94,65.32,44176.86,57.16,54253.08,73.91,T
2026,87844.67,58.29,37313.6,48.28,50531.07,68.84,T
2027,77259.4,51.27,30450.34,39.4,46809.06,63.77,T
2028,66674.12,44.24,23587.07,30.52,43087.05,58.7,T
2029,56088.85,37.22,16723.81,21.64,39365.04,53.63,T
2030,45503.58,30.2,9860.55,12.76,35643.03,48.56,T
2031,34918.3,23.17,2997.28,3.88,31921.02,43.49,T
2032,24333.03,16.15,0,0,28199.01,38.42,T
2033,13747.76,9.12,0,0,24477,33.35,T
2034,3162.48,2.1,0,0,20754.99,28.28,T
2035,0,0,0,0,17032.98,23.2,T
2036,0,0,0,0,13310.97,18.13,T
2037,0,0,0,0,9588.96,13.06,T
2038,0,0,0,0,5866.95,7.99,T
2039,0,0,0,0,2144.94,2.92,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
