分類,子分類,項目,單位,年份,數值
G,,資本額,元,2020,461900000
G,,資本額,元,2019,461900000
G,收入、成本與淨利,營業收入,仟元,2020,37054
G,收入、成本與淨利,營業成本,仟元,2020,14581
G,收入、成本與淨利,營業費用,仟元,2020,145826
G,收入、成本與淨利,淨利,仟元,2020,-125069
G,收入、成本與淨利,營業收入,仟元,2019,36203
G,收入、成本與淨利,營業成本,仟元,2019,9906
G,收入、成本與淨利,營業費用,仟元,2019,153448
G,收入、成本與淨利,淨利,仟元,2019,-142372
