年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,666436.59,574.06,89694.04,334.13,576742.56,646.22,
2021,673128.09,579.82,94995.49,353.88,578132.6,647.78,
2020,628568.72,541.44,104587.64,389.61,523981.08,587.1,
2019,116092.77,100,26843.92,100,89248.85,100,
2018,128245.65,110.47,31671.1,117.98,96574.55,108.21,
2017,127199.92,109.57,27689.89,103.15,99510.03,111.5,
2016,118853.94,102.38,25404.42,94.64,93449.52,104.71,
2015,110413.13,95.11,19343.12,72.06,91070.01,102.04,
2014,111790.72,96.29,21232.95,79.1,90557.77,101.47,
2013,112793.44,97.16,21040.93,78.38,91752.51,102.81,
2023,849884.53,732.07,110644.07,412.18,739240.46,828.29,T
2024,1033332.47,890.09,131594.11,490.22,901738.36,1010.36,T
2025,1216780.41,1048.11,152544.15,568.26,1064236.26,1192.44,T
2026,1400228.35,1206.13,173494.19,646.31,1226734.16,1374.51,T
2027,1583676.3,1364.15,194444.23,724.35,1389232.07,1556.58,T
2028,1767124.24,1522.17,215394.27,802.39,1551729.97,1738.66,T
2029,1950572.18,1680.18,236344.31,880.44,1714227.87,1920.73,T
2030,2134020.12,1838.2,257294.34,958.48,1876725.77,2102.8,T
2031,2317468.06,1996.22,278244.38,1036.53,2039223.68,2284.87,T
2032,2500916,2154.24,299194.42,1114.57,2201721.58,2466.95,T
2033,2684363.94,2312.26,320144.46,1192.61,2364219.48,2649.02,T
2034,2867811.88,2470.28,341094.5,1270.66,2526717.38,2831.09,T
2035,3051259.82,2628.29,362044.54,1348.7,2689215.28,3013.17,T
2036,3234707.76,2786.31,382994.58,1426.75,2851713.19,3195.24,T
2037,3418155.7,2944.33,403944.61,1504.79,3014211.09,3377.31,T
2038,3601603.64,3102.35,424894.65,1582.83,3176708.99,3559.38,T
2039,3785051.58,3260.37,445844.69,1660.88,3339206.89,3741.46,T
2040,3968499.52,3418.39,466794.73,1738.92,3501704.79,3923.53,T
2041,4151947.46,3576.4,487744.77,1816.97,3664202.7,4105.6,T
2042,4335395.41,3734.42,508694.81,1895.01,3826700.6,4287.67,T
2043,4518843.35,3892.44,529644.84,1973.05,3989198.5,4469.75,T
2044,4702291.29,4050.46,550594.88,2051.1,4151696.4,4651.82,T
2045,4885739.23,4208.48,571544.92,2129.14,4314194.31,4833.89,T
2046,5069187.17,4366.5,592494.96,2207.18,4476692.21,5015.97,T
2047,5252635.11,4524.52,613445,2285.23,4639190.11,5198.04,T
2048,5436083.05,4682.53,634395.04,2363.27,4801688.01,5380.11,T
2049,5619530.99,4840.55,655345.08,2441.32,4964185.91,5562.18,T
2050,5802978.93,4998.57,676295.11,2519.36,5126683.82,5744.26,T
