年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,118708.89,100.79,90669.5,101.84,28039.38,97.56,
2021,118305.04,100.45,90332.23,101.46,27972.81,97.33,
2020,125383.56,106.46,96558.12,108.45,28825.44,100.3,
2019,117773.91,100,89034.34,100,28739.57,100,
2018,122491.48,104.01,91245.1,102.48,31246.38,108.72,
2017,138515.64,117.61,104946.56,117.87,33569.08,116.8,
2016,114186.52,96.95,85833.18,96.4,28353.34,98.66,
2015,135843.39,115.34,104520.11,117.39,31323.28,108.99,
2014,114960.07,97.61,87683.84,98.48,27276.23,94.91,
2023,119020.55,101.06,91214.56,102.45,27805.99,96.75,T
2024,119332.21,101.32,91759.61,103.06,27572.59,95.94,T
2025,119643.86,101.59,92304.66,103.67,27339.2,95.13,T
2026,119955.52,101.85,92849.72,104.29,27105.8,94.32,T
2027,120267.18,102.12,93394.77,104.9,26872.41,93.5,T
2028,120578.84,102.38,93939.83,105.51,26639.01,92.69,T
2029,120890.5,102.65,94484.88,106.12,26405.62,91.88,T
2030,121202.16,102.91,95029.93,106.73,26172.22,91.07,T
2031,121513.82,103.18,95574.99,107.35,25938.83,90.25,T
2032,121825.48,103.44,96120.04,107.96,25705.43,89.44,T
2033,122137.14,103.7,96665.1,108.57,25472.04,88.63,T
2034,122448.8,103.97,97210.15,109.18,25238.64,87.82,T
2035,122760.45,104.23,97755.21,109.79,25005.25,87.01,T
2036,123072.11,104.5,98300.26,110.41,24771.85,86.19,T
2037,123383.77,104.76,98845.31,111.02,24538.46,85.38,T
2038,123695.43,105.03,99390.37,111.63,24305.06,84.57,T
2039,124007.09,105.29,99935.42,112.24,24071.67,83.76,T
2040,124318.75,105.56,100480.48,112.86,23838.27,82.95,T
2041,124630.41,105.82,101025.53,113.47,23604.88,82.13,T
2042,124942.07,106.09,101570.58,114.08,23371.48,81.32,T
2043,125253.73,106.35,102115.64,114.69,23138.09,80.51,T
2044,125565.39,106.62,102660.69,115.3,22904.69,79.7,T
2045,125877.04,106.88,103205.75,115.92,22671.3,78.89,T
2046,126188.7,107.14,103750.8,116.53,22437.9,78.07,T
2047,126500.36,107.41,104295.85,117.14,22204.51,77.26,T
2048,126812.02,107.67,104840.91,117.75,21971.11,76.45,T
2049,127123.68,107.94,105385.96,118.37,21737.72,75.64,T
2050,127435.34,108.2,105931.02,118.98,21504.32,74.82,T
