年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,84244.54,89.68,62022.43,87.82,22222.11,95.29,
2019,93942.35,100,70621.92,100,23320.43,100,
2018,87393.32,93.03,63341.7,89.69,24051.62,103.14,
2017,90991.72,96.86,64442.4,91.25,26549.32,113.85,
2016,85773.64,91.3,61066.41,86.47,24707.23,105.95,
2015,87753.6,93.41,63737.59,90.25,24016.01,102.98,
2014,100226.3,106.69,75235.12,106.53,24991.18,107.16,
2021,81995.48,87.28,61215.77,86.68,20779.71,89.11,T
2022,79746.42,84.89,60409.12,85.54,19337.3,82.92,T
2023,77497.36,82.49,59602.46,84.4,17894.9,76.73,T
2024,75248.3,80.1,58795.8,83.25,16452.5,70.55,T
2025,72999.24,77.71,57989.15,82.11,15010.09,64.36,T
2026,70750.18,75.31,57182.49,80.97,13567.69,58.18,T
2027,68501.12,72.92,56375.83,79.83,12125.29,51.99,T
2028,66252.06,70.52,55569.18,78.69,10682.88,45.81,T
2029,64003,68.13,54762.52,77.54,9240.48,39.62,T
2030,61753.94,65.74,53955.86,76.4,7798.08,33.44,T
2031,59504.88,63.34,53149.21,75.26,6355.67,27.25,T
2032,57255.82,60.95,52342.55,74.12,4913.27,21.07,T
2033,55006.76,58.55,51535.89,72.97,3470.87,14.88,T
2034,52757.7,56.16,50729.24,71.83,2028.46,8.7,T
2035,50508.64,53.77,49922.58,70.69,586.06,2.51,T
2036,48259.58,51.37,49115.92,69.55,0,0,T
2037,46010.52,48.98,48309.27,68.41,0,0,T
2038,43761.46,46.58,47502.61,67.26,0,0,T
2039,41512.4,44.19,46695.95,66.12,0,0,T
2040,39263.34,41.8,45889.3,64.98,0,0,T
2041,37014.28,39.4,45082.64,63.84,0,0,T
2042,34765.22,37.01,44275.98,62.69,0,0,T
2043,32516.16,34.61,43469.33,61.55,0,0,T
2044,30267.1,32.22,42662.67,60.41,0,0,T
2045,28018.04,29.82,41856.01,59.27,0,0,T
2046,25768.98,27.43,41049.36,58.13,0,0,T
2047,23519.92,25.04,40242.7,56.98,0,0,T
2048,21270.86,22.64,39436.04,55.84,0,0,T
2049,19021.8,20.25,38629.39,54.7,0,0,T
2050,16772.74,17.85,37822.73,53.56,0,0,T
