年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,139543.56,122.96,36880.3,140.71,102663.26,117.63,
2020,121937.06,107.45,31798.74,121.32,90138.32,103.28,
2019,113485.06,100,26210.7,100,87274.36,100,
2018,130054.21,114.6,32904.28,125.54,97149.93,111.32,
2017,165998.53,146.27,46257.07,176.48,119741.46,137.2,
2016,171368.26,151.01,43108.55,164.47,128259.71,146.96,
2015,185446.51,163.41,47479.48,181.15,137967.03,158.08,
2014,223407.1,196.86,59269.75,226.13,164137.35,188.07,
2013,206851.86,182.27,53197.65,202.96,153654.21,176.06,
2022,142706.68,125.75,38205.64,145.76,104501.04,119.74,T
2023,145869.79,128.54,39530.98,150.82,106338.81,121.84,T
2024,149032.91,131.32,40856.32,155.88,108176.59,123.95,T
2025,152196.03,134.11,42181.66,160.93,110014.37,126.06,T
2026,155359.14,136.9,43507,165.99,111852.14,128.16,T
2027,158522.26,139.69,44832.34,171.05,113689.92,130.27,T
2028,161685.38,142.47,46157.68,176.1,115527.7,132.37,T
2029,164848.49,145.26,47483.02,181.16,117365.47,134.48,T
2030,168011.61,148.05,48808.36,186.22,119203.25,136.58,T
2031,171174.73,150.83,50133.7,191.27,121041.03,138.69,T
2032,174337.84,153.62,51459.04,196.33,122878.8,140.8,T
2033,177500.96,156.41,52784.38,201.38,124716.58,142.9,T
2034,180664.08,159.2,54109.72,206.44,126554.36,145.01,T
2035,183827.19,161.98,55435.06,211.5,128392.13,147.11,T
2036,186990.31,164.77,56760.4,216.55,130229.91,149.22,T
2037,190153.43,167.56,58085.74,221.61,132067.69,151.32,T
2038,193316.54,170.35,59411.08,226.67,133905.46,153.43,T
2039,196479.66,173.13,60736.42,231.72,135743.24,155.54,T
2040,199642.78,175.92,62061.76,236.78,137581.02,157.64,T
2041,202805.89,178.71,63387.1,241.84,139418.79,159.75,T
2042,205969.01,181.49,64712.44,246.89,141256.57,161.85,T
2043,209132.13,184.28,66037.78,251.95,143094.35,163.96,T
2044,212295.24,187.07,67363.12,257.01,144932.12,166.06,T
2045,215458.36,189.86,68688.46,262.06,146769.9,168.17,T
2046,218621.48,192.64,70013.8,267.12,148607.68,170.28,T
2047,221784.59,195.43,71339.14,272.18,150445.45,172.38,T
2048,224947.71,198.22,72664.48,277.23,152283.23,174.49,T
2049,228110.83,201.01,73989.82,282.29,154121.01,176.59,T
2050,231273.94,203.79,75315.16,287.35,155958.78,178.7,T
