年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,31007.23,439.78,25162.55,43064.43,5844.68,83.59,
2021,29572.35,419.43,23941.95,40975.44,5630.4,80.52,
2020,23527.83,333.7,18811.98,32195.76,4715.85,67.44,
2019,7050.66,100,58.43,100,6992.23,100,
2023,38992.75,553.04,33530.59,57385.91,5462.16,78.12,T
2024,46978.27,666.3,41898.63,71707.39,5079.64,72.65,T
2025,54963.79,779.56,50266.67,86028.87,4697.13,67.18,T
2026,62949.32,892.81,58634.71,100350.34,4314.61,61.71,T
2027,70934.84,1006.07,67002.75,114671.82,3932.09,56.24,T
2028,78920.36,1119.33,75370.78,128993.3,3549.58,50.76,T
2029,86905.88,1232.59,83738.82,143314.78,3167.06,45.29,T
2030,94891.41,1345.85,92106.86,157636.25,2784.54,39.82,T
2031,102876.93,1459.11,100474.9,171957.73,2402.03,34.35,T
2032,110862.45,1572.37,108842.94,186279.21,2019.51,28.88,T
2033,118847.97,1685.63,117210.98,200600.69,1636.99,23.41,T
2034,126833.5,1798.89,125579.02,214922.16,1254.47,17.94,T
2035,134819.02,1912.15,133947.06,229243.64,871.96,12.47,T
2036,142804.54,2025.41,142315.1,243565.12,489.44,7,T
2037,150790.06,2138.67,150683.14,257886.6,106.92,1.53,T
2038,158775.58,2251.93,159051.18,272208.08,0,0,T
2039,166761.11,2365.18,167419.22,286529.55,0,0,T
2040,174746.63,2478.44,175787.26,300851.03,0,0,T
2041,182732.15,2591.7,184155.3,315172.51,0,0,T
2042,190717.67,2704.96,192523.34,329493.99,0,0,T
2043,198703.2,2818.22,200891.38,343815.46,0,0,T
2044,206688.72,2931.48,209259.41,358136.94,0,0,T
2045,214674.24,3044.74,217627.45,372458.42,0,0,T
2046,222659.76,3158,225995.49,386779.9,0,0,T
2047,230645.29,3271.26,234363.53,401101.37,0,0,T
2048,238630.81,3384.52,242731.57,415422.85,0,0,T
2049,246616.33,3497.78,251099.61,429744.33,0,0,T
2050,254601.85,3611.04,259467.65,444065.81,0,0,T
