年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,274634.12,126.85,252680.77,125.02,21953.35,152.44,
2021,285787.93,132,277885.7,137.49,7902.23,54.87,
2020,256730.23,118.58,245245.37,121.34,11484.86,79.75,
2019,216508.36,100,202106.61,100,14401.75,100,
2018,217206.57,100.32,186018.71,92.04,31187.86,216.56,
2023,294009.37,135.8,269538.83,133.36,24470.55,169.91,T
2024,313384.63,144.74,286396.88,141.71,26987.75,187.39,T
2025,332759.88,153.69,303254.93,150.05,29504.95,204.87,T
2026,352135.14,162.64,320112.99,158.39,32022.15,222.35,T
2027,371510.39,171.59,336971.04,166.73,34539.35,239.83,T
2028,390885.64,180.54,353829.1,175.07,37056.55,257.31,T
2029,410260.9,189.49,370687.15,183.41,39573.75,274.78,T
2030,429636.15,198.44,387545.2,191.75,42090.95,292.26,T
2031,449011.4,207.39,404403.26,200.09,44608.15,309.74,T
2032,468386.66,216.34,421261.31,208.44,47125.35,327.22,T
2033,487761.91,225.29,438119.37,216.78,49642.55,344.7,T
2034,507137.17,234.23,454977.42,225.12,52159.75,362.18,T
2035,526512.42,243.18,471835.47,233.46,54676.94,379.65,T
2036,545887.67,252.13,488693.53,241.8,57194.14,397.13,T
2037,565262.93,261.08,505551.58,250.14,59711.34,414.61,T
2038,584638.18,270.03,522409.64,258.48,62228.54,432.09,T
2039,604013.43,278.98,539267.69,266.82,64745.74,449.57,T
2040,623388.69,287.93,556125.74,275.16,67262.94,467.05,T
2041,642763.94,296.88,572983.8,283.51,69780.14,484.53,T
2042,662139.19,305.83,589841.85,291.85,72297.34,502,T
2043,681514.45,314.78,606699.91,300.19,74814.54,519.48,T
2044,700889.7,323.72,623557.96,308.53,77331.74,536.96,T
2045,720264.96,332.67,640416.01,316.87,79848.94,554.44,T
2046,739640.21,341.62,657274.07,325.21,82366.14,571.92,T
2047,759015.46,350.57,674132.12,333.55,84883.34,589.4,T
2048,778390.72,359.52,690990.18,341.89,87400.54,606.87,T
2049,797765.97,368.47,707848.23,350.24,89917.74,624.35,T
2050,817141.22,377.42,724706.28,358.58,92434.94,641.83,T
