年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,613903.25,95.28,324018.73,98.52,289884.52,91.9,
2019,644292.75,100,328872.37,100,315420.38,100,
2018,694820.69,107.84,348904.55,106.09,345916.14,109.67,
2017,743659.61,115.42,381150.38,115.9,362509.23,114.93,
2016,669116.53,103.85,327042.28,99.44,342074.25,108.45,
2015,625430.47,97.07,300385.22,91.34,325045.25,103.05,
2014,686396.64,106.53,353710.22,107.55,332686.42,105.47,
2021,570651.13,88.57,304974.85,92.73,265676.28,84.23,T
2022,527399.01,81.86,285930.96,86.94,241468.05,76.55,T
2023,484146.89,75.14,266887.08,81.15,217259.81,68.88,T
2024,440894.77,68.43,247843.2,75.36,193051.57,61.2,T
2025,397642.65,61.72,228799.31,69.57,168843.34,53.53,T
2026,354390.53,55,209755.43,63.78,144635.1,45.85,T
2027,311138.41,48.29,190711.55,57.99,120426.86,38.18,T
2028,267886.29,41.58,171667.66,52.2,96218.63,30.5,T
2029,224634.17,34.87,152623.78,46.41,72010.39,22.83,T
2030,181382.05,28.15,133579.9,40.62,47802.15,15.16,T
2031,138129.93,21.44,114536.01,34.83,23593.92,7.48,T
2032,94877.81,14.73,95492.13,29.04,0,0,T
2033,51625.69,8.01,76448.25,23.25,0,0,T
2034,8373.57,1.3,57404.36,17.45,0,0,T
2035,0,0,38360.48,11.66,0,0,T
2036,0,0,19316.6,5.87,0,0,T
2037,0,0,272.71,0.08,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
