年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,561832.78,95.72,558189.46,95.33,3643.32,251.89,
2019,586970.26,100,585523.89,100,1446.37,100,
2018,630189.94,107.36,625919.97,106.9,4269.97,295.22,
2017,637046.05,108.53,637046.05,108.8,0,0,
2016,630978.91,107.5,628642.19,107.36,2336.72,161.56,
2015,654080.62,111.43,654080.62,111.71,0,0,
2014,601950.62,102.55,599337.28,102.36,2613.34,180.68,
2021,536761.69,91.45,531903.93,90.84,4857.76,335.86,T
2022,511690.6,87.17,505618.4,86.35,6072.2,419.82,T
2023,486619.51,82.9,479332.87,81.86,7286.64,503.79,T
2024,461548.42,78.63,453047.34,77.37,8501.08,587.75,T
2025,436477.33,74.36,426761.81,72.89,9715.52,671.72,T
2026,411406.24,70.09,400476.28,68.4,10929.96,755.68,T
2027,386335.15,65.82,374190.75,63.91,12144.4,839.65,T
2028,361264.06,61.55,347905.22,59.42,13358.84,923.61,T
2029,336192.97,57.28,321619.69,54.93,14573.28,1007.58,T
2030,311121.88,53,295334.16,50.44,15787.72,1091.54,T
2031,286050.79,48.73,269048.63,45.95,17002.16,1175.51,T
2032,260979.7,44.46,242763.1,41.46,18216.6,1259.47,T
2033,235908.61,40.19,216477.57,36.97,19431.04,1343.43,T
2034,210837.52,35.92,190192.04,32.48,20645.48,1427.4,T
2035,185766.43,31.65,163906.51,27.99,21859.92,1511.36,T
2036,160695.34,27.38,137620.98,23.5,23074.36,1595.33,T
2037,135624.25,23.11,111335.45,19.01,24288.8,1679.29,T
2038,110553.16,18.83,85049.92,14.53,25503.24,1763.26,T
2039,85482.07,14.56,58764.39,10.04,26717.68,1847.22,T
2040,60410.98,10.29,32478.86,5.55,27932.12,1931.19,T
2041,35339.89,6.02,6193.33,1.06,29146.56,2015.15,T
2042,10268.8,1.75,0,0,30361,2099.12,T
2043,0,0,0,0,31575.44,2183.08,T
2044,0,0,0,0,32789.88,2267.05,T
2045,0,0,0,0,34004.32,2351.01,T
2046,0,0,0,0,35218.76,2434.98,T
2047,0,0,0,0,36433.2,2518.94,T
2048,0,0,0,0,37647.64,2602.91,T
2049,0,0,0,0,38862.08,2686.87,T
2050,0,0,0,0,40076.52,2770.83,T
