年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,1414034.14,105.78,1147130.93,103.06,266903.21,119.32,
2020,1336282.05,99.96,1099598.41,98.79,236683.64,105.81,
2019,1336776.92,100,1113091.44,100,223685.48,100,
2018,1356815.8,101.5,1116915.51,100.34,239900.29,107.25,
2017,1332729.82,99.7,1101495.71,98.96,231234.11,103.37,
2016,1467978.98,109.81,1245746.33,111.92,222232.65,99.35,
2015,1402619.52,104.93,1201028.91,107.9,201590.61,90.12,
2014,1464287.42,109.54,1278801.02,114.89,185486.4,82.92,
2022,1433106.92,107.21,1157202.74,103.96,275904.18,123.34,T
2023,1452179.7,108.63,1167274.54,104.87,284905.16,127.37,T
2024,1471252.48,110.06,1177346.35,105.77,293906.13,131.39,T
2025,1490325.26,111.49,1187418.16,106.68,302907.1,135.42,T
2026,1509398.04,112.91,1197489.96,107.58,311908.08,139.44,T
2027,1528470.82,114.34,1207561.77,108.49,320909.05,143.46,T
2028,1547543.6,115.77,1217633.58,109.39,329910.02,147.49,T
2029,1566616.38,117.19,1227705.38,110.3,338911,151.51,T
2030,1585689.16,118.62,1237777.19,111.2,347911.97,155.54,T
2031,1604761.94,120.05,1247849,112.11,356912.94,159.56,T
2032,1623834.72,121.47,1257920.8,113.01,365913.92,163.58,T
2033,1642907.5,122.9,1267992.61,113.92,374914.89,167.61,T
2034,1661980.28,124.33,1278064.42,114.82,383915.86,171.63,T
2035,1681053.06,125.75,1288136.22,115.73,392916.84,175.66,T
2036,1700125.84,127.18,1298208.03,116.63,401917.81,179.68,T
2037,1719198.62,128.61,1308279.84,117.54,410918.78,183.7,T
2038,1738271.4,130.03,1318351.64,118.44,419919.76,187.73,T
2039,1757344.18,131.46,1328423.45,119.35,428920.73,191.75,T
2040,1776416.96,132.89,1338495.26,120.25,437921.7,195.78,T
2041,1795489.74,134.31,1348567.06,121.16,446922.68,199.8,T
2042,1814562.52,135.74,1358638.87,122.06,455923.65,203.82,T
2043,1833635.3,137.17,1368710.68,122.96,464924.62,207.85,T
2044,1852708.08,138.6,1378782.48,123.87,473925.6,211.87,T
2045,1871780.86,140.02,1388854.29,124.77,482926.57,215.9,T
2046,1890853.64,141.45,1398926.1,125.68,491927.54,219.92,T
2047,1909926.42,142.88,1408997.9,126.58,500928.52,223.94,T
2048,1928999.2,144.3,1419069.71,127.49,509929.49,227.97,T
2049,1948071.98,145.73,1429141.52,128.39,518930.46,231.99,T
2050,1967144.76,147.16,1439213.32,129.3,527931.44,236.02,T
