年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,87972.3,114.29,30830.95,117.53,57141.35,112.62,
2020,78576.4,102.09,26363.77,100.5,52212.63,102.9,
2019,76970.58,100,26231.62,100,50738.96,100,
2018,79576.01,103.38,25697.99,97.97,53878.02,106.19,
2017,103600.25,134.6,33803.07,128.86,69797.18,137.56,
2016,100750.36,130.89,33612.88,128.14,67137.48,132.32,
2015,101075.87,131.32,32376.39,123.43,68699.48,135.4,
2014,107382.17,139.51,36922.07,140.75,70460.1,138.87,
2022,90771.06,117.93,32541.94,124.06,58229.13,114.76,T
2023,93569.83,121.57,34252.92,130.58,59316.9,116.91,T
2024,96368.59,125.2,35963.91,137.1,60404.68,119.05,T
2025,99167.35,128.84,37674.9,143.62,61492.46,121.19,T
2026,101966.12,132.47,39385.88,150.15,62580.23,123.34,T
2027,104764.88,136.11,41096.87,156.67,63668.01,125.48,T
2028,107563.64,139.75,42807.86,163.19,64755.79,127.63,T
2029,110362.41,143.38,44518.84,169.71,65843.56,129.77,T
2030,113161.17,147.02,46229.83,176.24,66931.34,131.91,T
2031,115959.93,150.65,47940.82,182.76,68019.12,134.06,T
2032,118758.7,154.29,49651.8,189.28,69106.89,136.2,T
2033,121557.46,157.93,51362.79,195.8,70194.67,138.34,T
2034,124356.22,161.56,53073.78,202.33,71282.45,140.49,T
2035,127154.99,165.2,54784.76,208.85,72370.22,142.63,T
2036,129953.75,168.84,56495.75,215.37,73458,144.78,T
2037,132752.51,172.47,58206.74,221.9,74545.78,146.92,T
2038,135551.28,176.11,59917.72,228.42,75633.55,149.06,T
2039,138350.04,179.74,61628.71,234.94,76721.33,151.21,T
2040,141148.8,183.38,63339.7,241.46,77809.11,153.35,T
2041,143947.57,187.02,65050.68,247.99,78896.88,155.5,T
2042,146746.33,190.65,66761.67,254.51,79984.66,157.64,T
2043,149545.09,194.29,68472.66,261.03,81072.44,159.78,T
2044,152343.86,197.92,70183.64,267.55,82160.21,161.93,T
2045,155142.62,201.56,71894.63,274.08,83247.99,164.07,T
2046,157941.38,205.2,73605.62,280.6,84335.77,166.22,T
2047,160740.15,208.83,75316.6,287.12,85423.54,168.36,T
2048,163538.91,212.47,77027.59,293.64,86511.32,170.5,T
2049,166337.67,216.11,78738.58,300.17,87599.1,172.65,T
2050,169136.44,219.74,80449.56,306.69,88686.87,174.79,T
