年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,381691.97,88.33,266118.84,87.45,115573.13,90.41,
2020,399122.3,92.36,265166.21,87.14,133956.09,104.79,
2019,432144.16,100,304307.79,100,127836.37,100,
2018,130946.14,30.3,87816.63,28.86,43129.51,33.74,
2017,275804.67,63.82,167535.79,55.05,108268.88,84.69,
2016,251720.02,58.25,158818.73,52.19,92901.29,72.67,
2015,222307.76,51.44,149159.36,49.02,73148.4,57.22,
2014,203880.33,47.18,133442.9,43.85,70437.43,55.1,
2022,465273.91,107.67,325552.91,106.98,139721,109.3,T
2023,548855.86,127.01,384986.98,126.51,163868.88,128.19,T
2024,632437.8,146.35,444421.05,146.04,188016.75,147.08,T
2025,716019.74,165.69,503855.12,165.57,212164.62,165.97,T
2026,799601.69,185.03,563289.19,185.11,236312.5,184.86,T
2027,883183.63,204.37,622723.26,204.64,260460.37,203.75,T
2028,966765.57,223.71,682157.33,224.17,284608.24,222.63,T
2029,1050347.52,243.05,741591.4,243.7,308756.12,241.52,T
2030,1133929.46,262.4,801025.47,263.23,332903.99,260.41,T
2031,1217511.4,281.74,860459.54,282.76,357051.86,279.3,T
2032,1301093.35,301.08,919893.61,302.29,381199.74,298.19,T
2033,1384675.29,320.42,979327.68,321.82,405347.61,317.08,T
2034,1468257.23,339.76,1038761.75,341.35,429495.48,335.97,T
2035,1551839.18,359.1,1098195.82,360.88,453643.36,354.86,T
2036,1635421.12,378.44,1157629.89,380.41,477791.23,373.75,T
2037,1719003.06,397.78,1217063.96,399.95,501939.1,392.64,T
2038,1802585.01,417.13,1276498.03,419.48,526086.98,411.53,T
2039,1886166.95,436.47,1335932.1,439.01,550234.85,430.42,T
2040,1969748.89,455.81,1395366.17,458.54,574382.72,449.31,T
2041,2053330.84,475.15,1454800.24,478.07,598530.6,468.2,T
2042,2136912.78,494.49,1514234.31,497.6,622678.47,487.09,T
2043,2220494.72,513.83,1573668.38,517.13,646826.34,505.98,T
2044,2304076.67,533.17,1633102.45,536.66,670974.22,524.87,T
2045,2387658.61,552.51,1692536.52,556.19,695122.09,543.76,T
2046,2471240.55,571.86,1751970.59,575.72,719269.96,562.65,T
2047,2554822.5,591.2,1811404.66,595.25,743417.84,581.54,T
2048,2638404.44,610.54,1870838.73,614.79,767565.71,600.43,T
2049,2721986.38,629.88,1930272.8,634.32,791713.58,619.32,T
2050,2805568.33,649.22,1989706.87,653.85,815861.46,638.21,T
