年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,695440.87,97.15,206943.39,72.15,488497.48,113.87,
2021,694006.75,96.95,246578.77,85.97,447427.98,104.3,
2020,667446.45,93.24,236286.53,82.38,431159.92,100.51,
2019,715816.09,100,286831.89,100,428984.2,100,
2018,782104.27,109.26,331108.72,115.44,450995.55,105.13,
2017,717747.55,100.27,273142.4,95.23,444605.15,103.64,
2016,721106.5,100.74,272047.18,94.85,449059.32,104.68,
2015,627573.73,87.67,192570.86,67.14,435002.87,101.4,
2014,407213.03,56.89,155543.05,54.23,251669.98,58.67,
2013,392663.53,54.86,142678.1,49.74,249985.43,58.27,
2023,688649.13,96.2,180313.9,62.86,508335.24,118.5,T
2024,681857.4,95.26,153684.4,53.58,528173,123.12,T
2025,675065.66,94.31,127054.9,44.3,548010.76,127.75,T
2026,668273.92,93.36,100425.4,35.01,567848.52,132.37,T
2027,661482.18,92.41,73795.9,25.73,587686.28,136.99,T
2028,654690.44,91.46,47166.4,16.44,607524.04,141.62,T
2029,647898.7,90.51,20536.91,7.16,627361.79,146.24,T
2030,641106.96,89.56,0,0,647199.55,150.87,T
2031,634315.22,88.61,0,0,667037.31,155.49,T
2032,627523.48,87.67,0,0,686875.07,160.12,T
2033,620731.74,86.72,0,0,706712.83,164.74,T
2034,613940,85.77,0,0,726550.59,169.37,T
2035,607148.27,84.82,0,0,746388.35,173.99,T
2036,600356.53,83.87,0,0,766226.11,178.61,T
2037,593564.79,82.92,0,0,786063.87,183.24,T
2038,586773.05,81.97,0,0,805901.63,187.86,T
2039,579981.31,81.02,0,0,825739.39,192.49,T
2040,573189.57,80.07,0,0,845577.15,197.11,T
2041,566397.83,79.13,0,0,865414.91,201.74,T
2042,559606.09,78.18,0,0,885252.67,206.36,T
2043,552814.35,77.23,0,0,905090.43,210.98,T
2044,546022.61,76.28,0,0,924928.19,215.61,T
2045,539230.88,75.33,0,0,944765.95,220.23,T
2046,532439.14,74.38,0,0,964603.71,224.86,T
2047,525647.4,73.43,0,0,984441.47,229.48,T
2048,518855.66,72.48,0,0,1004279.23,234.11,T
2049,512063.92,71.54,0,0,1024116.98,238.73,T
2050,505272.18,70.59,0,0,1043954.74,243.36,T
