年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,47717.95,113.55,32728.43,114.27,14989.52,112.01,
2019,42022.82,100,28640.8,100,13382.02,100,
2018,39254.63,93.41,26038.58,90.91,13216.05,98.76,
2017,40084.71,95.39,26864.46,93.8,13220.25,98.79,
2016,42430.03,100.97,28517.84,99.57,13912.19,103.96,
2015,60672.04,144.38,44929.34,156.87,15742.7,117.64,
2014,60641.88,144.31,44929.34,156.87,15712.54,117.42,
2021,50262.36,119.61,34683.09,121.1,15579.28,116.42,T
2022,52806.78,125.66,36637.74,127.92,16169.03,120.83,T
2023,55351.19,131.72,38592.4,134.75,16758.79,125.23,T
2024,57895.6,137.77,40547.06,141.57,17348.55,129.64,T
2025,60440.02,143.83,42501.71,148.4,17938.3,134.05,T
2026,62984.43,149.88,44456.37,155.22,18528.06,138.45,T
2027,65528.84,155.94,46411.03,162.05,19117.82,142.86,T
2028,68073.26,161.99,48365.68,168.87,19707.57,147.27,T
2029,70617.67,168.05,50320.34,175.69,20297.33,151.68,T
2030,73162.08,174.1,52275,182.52,20887.09,156.08,T
2031,75706.5,180.16,54229.65,189.34,21476.84,160.49,T
2032,78250.91,186.21,56184.31,196.17,22066.6,164.9,T
2033,80795.32,192.27,58138.97,202.99,22656.36,169.3,T
2034,83339.74,198.32,60093.62,209.82,23246.11,173.71,T
2035,85884.15,204.38,62048.28,216.64,23835.87,178.12,T
2036,88428.56,210.43,64002.94,223.47,24425.63,182.53,T
2037,90972.98,216.48,65957.59,230.29,25015.38,186.93,T
2038,93517.39,222.54,67912.25,237.12,25605.14,191.34,T
2039,96061.8,228.59,69866.91,243.94,26194.9,195.75,T
2040,98606.22,234.65,71821.56,250.77,26784.65,200.15,T
2041,101150.63,240.7,73776.22,257.59,27374.41,204.56,T
2042,103695.04,246.76,75730.88,264.42,27964.17,208.97,T
2043,106239.46,252.81,77685.53,271.24,28553.92,213.38,T
2044,108783.87,258.87,79640.19,278.07,29143.68,217.78,T
2045,111328.28,264.92,81594.85,284.89,29733.44,222.19,T
2046,113872.7,270.98,83549.5,291.71,30323.19,226.6,T
2047,116417.11,277.03,85504.16,298.54,30912.95,231,T
2048,118961.52,283.09,87458.82,305.36,31502.71,235.41,T
2049,121505.94,289.14,89413.47,312.19,32092.46,239.82,T
2050,124050.35,295.2,91368.13,319.01,32682.22,244.22,T
