年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,49234.33,103.09,34984.56,105.76,14249.77,97.05,
2019,47760.83,100,33077.81,100,14683.02,100,
2018,45514.55,95.3,30606.11,92.53,14908.44,101.54,
2017,39754.43,83.24,26637.26,80.53,13117.17,89.34,
2016,40470.82,84.74,27736.73,83.85,12734.09,86.73,
2015,45848.59,96,31189.62,94.29,14658.97,99.84,
2014,48784.64,102.14,32529.44,98.34,16255.2,110.71,
2021,52394.3,109.7,37766.99,114.18,14627.3,99.62,T
2022,55554.26,116.32,40549.43,122.59,15004.84,102.19,T
2023,58714.23,122.93,43331.86,131,15382.37,104.76,T
2024,61874.2,129.55,46114.29,139.41,15759.9,107.33,T
2025,65034.16,136.17,48896.73,147.82,16137.44,109.91,T
2026,68194.13,142.78,51679.16,156.24,16514.97,112.48,T
2027,71354.1,149.4,54461.59,164.65,16892.5,115.05,T
2028,74514.06,156.02,57244.03,173.06,17270.04,117.62,T
2029,77674.03,162.63,60026.46,181.47,17647.57,120.19,T
2030,80834,169.25,62808.89,189.88,18025.1,122.76,T
2031,83993.96,175.86,65591.33,198.29,18402.64,125.33,T
2032,87153.93,182.48,68373.76,206.71,18780.17,127.9,T
2033,90313.9,189.1,71156.19,215.12,19157.7,130.48,T
2034,93473.86,195.71,73938.63,223.53,19535.24,133.05,T
2035,96633.83,202.33,76721.06,231.94,19912.77,135.62,T
2036,99793.8,208.94,79503.49,240.35,20290.3,138.19,T
2037,102953.76,215.56,82285.93,248.76,20667.84,140.76,T
2038,106113.73,222.18,85068.36,257.18,21045.37,143.33,T
2039,109273.7,228.79,87850.79,265.59,21422.9,145.9,T
2040,112433.66,235.41,90633.23,274,21800.44,148.47,T
2041,115593.63,242.03,93415.66,282.41,22177.97,151.05,T
2042,118753.6,248.64,96198.09,290.82,22555.5,153.62,T
2043,121913.56,255.26,98980.53,299.24,22933.04,156.19,T
2044,125073.53,261.87,101762.96,307.65,23310.57,158.76,T
2045,128233.5,268.49,104545.39,316.06,23688.1,161.33,T
2046,131393.46,275.11,107327.83,324.47,24065.64,163.9,T
2047,134553.43,281.72,110110.26,332.88,24443.17,166.47,T
2048,137713.4,288.34,112892.69,341.29,24820.7,169.04,T
2049,140873.36,294.96,115675.13,349.71,25198.24,171.61,T
2050,144033.33,301.57,118457.56,358.12,25575.77,174.19,T
