年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,144255.66,108.87,69156.58,108.99,75099.08,108.75,
2020,129159.32,97.47,62047.63,97.79,67111.69,97.19,
2019,132505.89,100,63451.29,100,69054.6,100,
2018,139222.56,105.07,60782.02,95.79,78440.54,113.59,
2017,152153.77,114.83,65764.34,103.65,86389.43,125.1,
2016,135116.66,101.97,50771.83,80.02,84344.83,122.14,
2015,120133.51,90.66,43594.03,68.7,76539.48,110.84,
2014,128327.26,96.85,47373.86,74.66,80953.4,117.23,
2022,145933.36,110.13,71948.1,113.39,73985.26,107.14,T
2023,147611.06,111.4,74739.62,117.79,72871.44,105.53,T
2024,149288.76,112.67,77531.14,122.19,71757.62,103.91,T
2025,150966.46,113.93,80322.66,126.59,70643.8,102.3,T
2026,152644.16,115.2,83114.18,130.99,69529.98,100.69,T
2027,154321.86,116.46,85905.7,135.39,68416.16,99.08,T
2028,155999.56,117.73,88697.22,139.79,67302.34,97.46,T
2029,157677.26,119,91488.74,144.19,66188.52,95.85,T
2030,159354.96,120.26,94280.26,148.59,65074.7,94.24,T
2031,161032.66,121.53,97071.78,152.99,63960.88,92.62,T
2032,162710.36,122.79,99863.3,157.39,62847.06,91.01,T
2033,164388.06,124.06,102654.82,161.79,61733.24,89.4,T
2034,166065.76,125.33,105446.34,166.18,60619.42,87.78,T
2035,167743.46,126.59,108237.86,170.58,59505.6,86.17,T
2036,169421.16,127.86,111029.38,174.98,58391.78,84.56,T
2037,171098.86,129.13,113820.9,179.38,57277.96,82.95,T
2038,172776.56,130.39,116612.42,183.78,56164.14,81.33,T
2039,174454.26,131.66,119403.94,188.18,55050.32,79.72,T
2040,176131.96,132.92,122195.46,192.58,53936.5,78.11,T
2041,177809.66,134.19,124986.98,196.98,52822.68,76.49,T
2042,179487.36,135.46,127778.5,201.38,51708.86,74.88,T
2043,181165.06,136.72,130570.02,205.78,50595.04,73.27,T
2044,182842.76,137.99,133361.54,210.18,49481.22,71.66,T
2045,184520.46,139.25,136153.06,214.58,48367.4,70.04,T
2046,186198.16,140.52,138944.58,218.98,47253.58,68.43,T
2047,187875.86,141.79,141736.1,223.38,46139.76,66.82,T
2048,189553.56,143.05,144527.62,227.78,45025.94,65.2,T
2049,191231.26,144.32,147319.14,232.18,43912.12,63.59,T
2050,192908.96,145.59,150110.66,236.58,42798.3,61.98,T
