分類,子分類,項目,來自公司報告,單位,年份,數值
E,溫室氣體排放,溫室氣體排放及減量資訊,,,2021,先核算出溫室氣體量，逐步進行減量
S,員工薪資,平均薪資,,仟元,2020,447
S,員工薪資,薪資中位數,,仟元,2020,396
S,員工薪資,平均薪資,,仟元,2019,457
S,員工薪資,薪資中位數,,仟元,2019,409
S,員工薪資,平均薪資,,仟元,2018,459
G,資本額,資本額,,元,2020,358780000
G,資本額,資本額,,元,2019,358780000
