年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,36743.87,81.51,27820.21,78.23,8923.66,93.78,
2021,38893.94,86.28,29299.09,82.39,9594.85,100.83,
2020,36327.04,80.59,27095.46,76.19,9231.58,97.01,
2019,45079.12,100,35563.26,100,9515.86,100,
2018,46370.08,102.86,37158.99,104.49,9211.09,96.8,
2017,53372.59,118.4,42420.67,119.28,10951.92,115.09,
2016,57127.91,126.73,46381.21,130.42,10746.7,112.93,
2015,51823.56,114.96,41862.25,117.71,9961.31,104.68,
2014,56467.06,125.26,45847.41,128.92,10619.65,111.6,
2023,33965.46,75.35,25239.19,70.97,8726.26,91.7,T
2024,31187.04,69.18,22658.18,63.71,8528.86,89.63,T
2025,28408.62,63.02,20077.16,56.45,8331.46,87.55,T
2026,25630.21,56.86,17496.14,49.2,8134.06,85.48,T
2027,22851.79,50.69,14915.13,41.94,7936.67,83.4,T
2028,20073.38,44.53,12334.11,34.68,7739.27,81.33,T
2029,17294.96,38.37,9753.09,27.42,7541.87,79.26,T
2030,14516.54,32.2,7172.08,20.17,7344.47,77.18,T
2031,11738.13,26.04,4591.06,12.91,7147.07,75.11,T
2032,8959.71,19.88,2010.04,5.65,6949.67,73.03,T
2033,6181.3,13.71,0,0,6752.27,70.96,T
2034,3402.88,7.55,0,0,6554.87,68.88,T
2035,624.46,1.39,0,0,6357.47,66.81,T
2036,0,0,0,0,6160.07,64.73,T
2037,0,0,0,0,5962.67,62.66,T
2038,0,0,0,0,5765.27,60.59,T
2039,0,0,0,0,5567.87,58.51,T
2040,0,0,0,0,5370.47,56.44,T
2041,0,0,0,0,5173.07,54.36,T
2042,0,0,0,0,4975.68,52.29,T
2043,0,0,0,0,4778.28,50.21,T
2044,0,0,0,0,4580.88,48.14,T
2045,0,0,0,0,4383.48,46.06,T
2046,0,0,0,0,4186.08,43.99,T
2047,0,0,0,0,3988.68,41.92,T
2048,0,0,0,0,3791.28,39.84,T
2049,0,0,0,0,3593.88,37.77,T
2050,0,0,0,0,3396.48,35.69,T
