分類,子分類,項目,單位,年份,數值
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,50066.72
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,21371.6
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,1212.2623971762991
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,51735.02
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,23118.2
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,1136.5018989469324
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,53119.08
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,23695.47
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,1000.2019556494456
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,40397.57
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,17902.14
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,1020.4243411097756
E,污染管理,氮氧化物,,2009,58.354
E,污染管理,硫氧化物,,2009,73.95000000000002
E,污染管理,粒狀污染物,,2009,16.499
E,污染管理,揮發性有機化合物,,2009,141.18500000000003
E,污染管理,氮氧化物,,2010,51.44499999999999
E,污染管理,硫氧化物,,2010,41.042
E,污染管理,粒狀污染物,,2010,14.807000000000002
E,污染管理,揮發性有機化合物,,2010,125.678
E,污染管理,氮氧化物,,2011,15.875
E,污染管理,硫氧化物,,2011,11.670000000000002
E,污染管理,粒狀污染物,,2011,3.764
E,污染管理,揮發性有機化合物,,2011,24.872
E,污染管理,氮氧化物,,2012,34.421
E,污染管理,硫氧化物,,2012,20.735
E,污染管理,粒狀污染物,,2012,6.744999999999999
E,污染管理,揮發性有機化合物,,2012,82.558
E,污染管理,氮氧化物,,2013,38.095000000000006
E,污染管理,硫氧化物,,2013,20.823
E,污染管理,粒狀污染物,,2013,9.361
E,污染管理,揮發性有機化合物,,2013,94.792
E,污染管理,氮氧化物,,2014,31.276999999999997
E,污染管理,硫氧化物,,2014,27.549
E,污染管理,粒狀污染物,,2014,5.191
E,污染管理,揮發性有機化合物,,2014,90.03
E,污染管理,氮氧化物,,2015,33.548
E,污染管理,硫氧化物,,2015,7.562
E,污染管理,粒狀污染物,,2015,4.538
E,污染管理,揮發性有機化合物,,2015,75.516
