年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,105973.7,98.93,59564.9,97.91,46408.79,100.28,
2021,73451.49,68.57,43712.25,71.85,29739.24,64.26,
2020,71679.78,66.92,43506.13,71.51,28173.65,60.88,
2019,107114.75,100,60836.88,100,46277.87,100,
2018,118286.61,110.43,65854.54,108.25,52432.07,113.3,
2017,128059.37,119.55,74144.76,121.87,53914.61,116.5,
2016,120568.07,112.56,71139.37,116.93,49428.7,106.81,
2015,102350.91,95.55,58961.35,96.92,43389.56,93.76,
2014,95469.87,89.13,54576.79,89.71,40893.08,88.36,
2023,105593.34,98.58,59140.91,97.21,46452.43,100.38,T
2024,105212.99,98.22,58716.92,96.52,46496.07,100.47,T
2025,104832.64,97.87,58292.93,95.82,46539.71,100.57,T
2026,104452.29,97.51,57868.94,95.12,46583.36,100.66,T
2027,104071.94,97.16,57444.94,94.42,46627,100.75,T
2028,103691.59,96.8,57020.95,93.73,46670.64,100.85,T
2029,103311.24,96.45,56596.96,93.03,46714.28,100.94,T
2030,102930.89,96.09,56172.97,92.33,46757.92,101.04,T
2031,102550.53,95.74,55748.97,91.64,46801.56,101.13,T
2032,102170.18,95.38,55324.98,90.94,46845.2,101.23,T
2033,101789.83,95.03,54900.99,90.24,46888.84,101.32,T
2034,101409.48,94.67,54477,89.55,46932.48,101.41,T
2035,101029.13,94.32,54053.01,88.85,46976.12,101.51,T
2036,100648.78,93.96,53629.01,88.15,47019.76,101.6,T
2037,100268.43,93.61,53205.02,87.46,47063.4,101.7,T
2038,99888.07,93.25,52781.03,86.76,47107.04,101.79,T
2039,99507.72,92.9,52357.04,86.06,47150.69,101.89,T
2040,99127.37,92.54,51933.05,85.36,47194.33,101.98,T
2041,98747.02,92.19,51509.05,84.67,47237.97,102.07,T
2042,98366.67,91.83,51085.06,83.97,47281.61,102.17,T
2043,97986.32,91.48,50661.07,83.27,47325.25,102.26,T
2044,97605.97,91.12,50237.08,82.58,47368.89,102.36,T
2045,97225.62,90.77,49813.09,81.88,47412.53,102.45,T
2046,96845.26,90.41,49389.09,81.18,47456.17,102.55,T
2047,96464.91,90.06,48965.1,80.49,47499.81,102.64,T
2048,96084.56,89.7,48541.11,79.79,47543.45,102.73,T
2049,95704.21,89.35,48117.12,79.09,47587.09,102.83,T
2050,95323.86,88.99,47693.12,78.4,47630.73,102.92,T
