年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,7693238.62,92.41,4646004.64,89.74,3047233.98,96.79,
2021,8480572.31,101.86,5355545.61,103.45,3125026.7,99.26,
2020,8327358.3,100.02,5205586.98,100.55,3121771.32,99.15,
2019,8325551.29,100,5177112.02,100,3148439.27,100,
2018,9021750.09,108.36,5587881.1,107.93,3433868.99,109.07,
2017,8809089.78,105.81,5397056.24,104.25,3412033.54,108.37,
2016,10277685.55,123.45,6935200.43,133.96,3342485.12,106.16,
2015,10450625.09,125.52,6877544.92,132.85,3573080.17,113.49,
2014,10127125.24,121.64,6734401.59,130.08,3392723.65,107.76,
2013,9526226.94,114.42,6996980.43,135.15,2529246.51,80.33,
2023,7482467.73,89.87,4468968.85,86.32,3013498.88,95.71,T
2024,7271696.84,87.34,4291933.06,82.9,2979763.78,94.64,T
2025,7060925.95,84.81,4114897.26,79.48,2946028.69,93.57,T
2026,6850155.06,82.28,3937861.47,76.06,2912293.59,92.5,T
2027,6639384.17,79.75,3760825.68,72.64,2878558.49,91.43,T
2028,6428613.28,77.22,3583789.88,69.22,2844823.39,90.36,T
2029,6217842.39,74.68,3406754.09,65.8,2811088.3,89.29,T
2030,6007071.5,72.15,3229718.3,62.38,2777353.2,88.21,T
2031,5796300.61,69.62,3052682.51,58.96,2743618.1,87.14,T
2032,5585529.72,67.09,2875646.71,55.55,2709883,86.07,T
2033,5374758.83,64.56,2698610.92,52.13,2676147.91,85,T
2034,5163987.93,62.03,2521575.13,48.71,2642412.81,83.93,T
2035,4953217.04,59.49,2344539.33,45.29,2608677.71,82.86,T
2036,4742446.15,56.96,2167503.54,41.87,2574942.61,81.78,T
2037,4531675.26,54.43,1990467.75,38.45,2541207.52,80.71,T
2038,4320904.37,51.9,1813431.96,35.03,2507472.42,79.64,T
2039,4110133.48,49.37,1636396.16,31.61,2473737.32,78.57,T
2040,3899362.59,46.84,1459360.37,28.19,2440002.22,77.5,T
2041,3688591.7,44.3,1282324.58,24.77,2406267.13,76.43,T
2042,3477820.81,41.77,1105288.78,21.35,2372532.03,75.36,T
2043,3267049.92,39.24,928252.99,17.93,2338796.93,74.28,T
2044,3056279.03,36.71,751217.2,14.51,2305061.83,73.21,T
2045,2845508.14,34.18,574181.41,11.09,2271326.74,72.14,T
2046,2634737.25,31.65,397145.61,7.67,2237591.64,71.07,T
2047,2423966.36,29.11,220109.82,4.25,2203856.54,70,T
2048,2213195.47,26.58,43074.03,0.83,2170121.44,68.93,T
2049,2002424.58,24.05,0,0,2136386.35,67.86,T
2050,1791653.69,21.52,0,0,2102651.25,66.78,T
