年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,843168.16,118.09,284289.21,124.9,558878.95,114.91,
2020,762530.96,106.8,251942.46,110.69,510588.5,104.98,
2019,713996.01,100,227615.37,100,486380.64,100,
2018,771274.23,108.02,233532.1,102.6,537742.13,110.56,
2017,790755.8,110.75,273457.83,120.14,517297.97,106.36,
2016,775547.43,108.62,291501.61,128.07,484045.82,99.52,
2015,778413.22,109.02,294479.55,129.38,483933.67,99.5,
2014,807806.6,113.14,302780.09,133.02,505026.51,103.83,
2013,791594.26,110.87,301818.04,132.6,489776.22,100.7,
2022,867132.8,121.45,301208.25,132.33,565924.56,116.35,T
2023,891097.45,124.8,318127.28,139.77,572970.16,117.8,T
2024,915062.09,128.16,335046.32,147.2,580015.77,119.25,T
2025,939026.73,131.52,351965.36,154.63,587061.38,120.7,T
2026,962991.38,134.87,368884.39,162.06,594106.98,122.15,T
2027,986956.02,138.23,385803.43,169.5,601152.59,123.6,T
2028,1010920.66,141.59,402722.47,176.93,608198.2,125.05,T
2029,1034885.31,144.94,419641.5,184.36,615243.8,126.49,T
2030,1058849.95,148.3,436560.54,191.8,622289.41,127.94,T
2031,1082814.59,151.66,453479.58,199.23,629335.02,129.39,T
2032,1106779.24,155.01,470398.61,206.66,636380.62,130.84,T
2033,1130743.88,158.37,487317.65,214.1,643426.23,132.29,T
2034,1154708.52,161.72,504236.69,221.53,650471.84,133.74,T
2035,1178673.17,165.08,521155.72,228.96,657517.44,135.19,T
2036,1202637.81,168.44,538074.76,236.4,664563.05,136.63,T
2037,1226602.45,171.79,554993.8,243.83,671608.66,138.08,T
2038,1250567.1,175.15,571912.83,251.26,678654.26,139.53,T
2039,1274531.74,178.51,588831.87,258.7,685699.87,140.98,T
2040,1298496.38,181.86,605750.91,266.13,692745.48,142.43,T
2041,1322461.03,185.22,622669.94,273.56,699791.08,143.88,T
2042,1346425.67,188.58,639588.98,281,706836.69,145.33,T
2043,1370390.31,191.93,656508.02,288.43,713882.3,146.77,T
2044,1394354.96,195.29,673427.05,295.86,720927.9,148.22,T
2045,1418319.6,198.65,690346.09,303.3,727973.51,149.67,T
2046,1442284.24,202,707265.13,310.73,735019.12,151.12,T
2047,1466248.89,205.36,724184.16,318.16,742064.72,152.57,T
2048,1490213.53,208.71,741103.2,325.59,749110.33,154.02,T
2049,1514178.17,212.07,758022.24,333.03,756155.94,155.47,T
2050,1538142.82,215.43,774941.27,340.46,763201.54,156.91,T
