年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,119209.99,107.04,61152.93,105.79,58057.06,108.4,
2020,118788.67,106.67,62415.66,107.97,56373.01,105.25,
2019,111365.66,100,57806.44,100,53559.22,100,
2018,118646.65,106.54,63358.92,109.61,55287.73,103.23,
2017,87015.39,78.13,40401.83,69.89,46613.56,87.03,
2016,84251.86,75.65,39394.02,68.15,44857.84,83.75,
2022,119397.77,107.21,60417.6,104.52,58980.17,110.12,T
2023,119585.55,107.38,59682.27,103.25,59903.28,111.84,T
2024,119773.33,107.55,58946.94,101.97,60826.39,113.57,T
2025,119961.11,107.72,58211.61,100.7,61749.5,115.29,T
2026,120148.89,107.89,57476.28,99.43,62672.61,117.02,T
2027,120336.67,108.06,56740.95,98.16,63595.72,118.74,T
2028,120524.45,108.22,56005.62,96.88,64518.83,120.46,T
2029,120712.23,108.39,55270.29,95.61,65441.94,122.19,T
2030,120900.01,108.56,54534.96,94.34,66365.05,123.91,T
2031,121087.79,108.73,53799.63,93.07,67288.16,125.63,T
2032,121275.57,108.9,53064.3,91.8,68211.27,127.36,T
2033,121463.35,109.07,52328.97,90.52,69134.38,129.08,T
2034,121651.13,109.24,51593.64,89.25,70057.49,130.8,T
2035,121838.91,109.4,50858.31,87.98,70980.6,132.53,T
2036,122026.69,109.57,50122.98,86.71,71903.71,134.25,T
2037,122214.47,109.74,49387.65,85.44,72826.82,135.97,T
2038,122402.25,109.91,48652.32,84.16,73749.93,137.7,T
2039,122590.03,110.08,47916.99,82.89,74673.04,139.42,T
2040,122777.81,110.25,47181.66,81.62,75596.15,141.14,T
2041,122965.59,110.42,46446.33,80.35,76519.26,142.87,T
2042,123153.37,110.58,45711,79.08,77442.37,144.59,T
2043,123341.15,110.75,44975.67,77.8,78365.48,146.32,T
2044,123528.93,110.92,44240.34,76.53,79288.59,148.04,T
2045,123716.71,111.09,43505.01,75.26,80211.7,149.76,T
2046,123904.49,111.26,42769.68,73.99,81134.81,151.49,T
2047,124092.27,111.43,42034.35,72.72,82057.92,153.21,T
2048,124280.05,111.6,41299.02,71.44,82981.03,154.93,T
2049,124467.83,111.77,40563.69,70.17,83904.14,156.66,T
2050,124655.61,111.93,39828.36,68.9,84827.25,158.38,T
