年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,77963.55,81.6,36258.04,69.79,41705.51,95.67,
2019,95545.76,100,51953.37,100,43592.39,100,
2018,75421.29,78.94,33449.03,64.38,41972.26,96.28,
2017,80606.63,84.36,39893.39,76.79,40713.24,93.4,
2021,77082.52,80.68,35046.26,67.46,42036.27,96.43,T
2022,76201.5,79.75,33834.47,65.12,42367.02,97.19,T
2023,75320.47,78.83,32622.69,62.79,42697.78,97.95,T
2024,74439.44,77.91,31410.91,60.46,43028.54,98.71,T
2025,73558.42,76.99,30199.12,58.13,43359.29,99.47,T
2026,72677.39,76.07,28987.34,55.79,43690.05,100.22,T
2027,71796.36,75.14,27775.56,53.46,44020.81,100.98,T
2028,70915.34,74.22,26563.77,51.13,44351.56,101.74,T
2029,70034.31,73.3,25351.99,48.8,44682.32,102.5,T
2030,69153.28,72.38,24140.21,46.47,45013.08,103.26,T
2031,68272.26,71.46,22928.42,44.13,45343.83,104.02,T
2032,67391.23,70.53,21716.64,41.8,45674.59,104.78,T
2033,66510.2,69.61,20504.86,39.47,46005.35,105.54,T
2034,65629.18,68.69,19293.07,37.14,46336.1,106.29,T
2035,64748.15,67.77,18081.29,34.8,46666.86,107.05,T
2036,63867.12,66.84,16869.51,32.47,46997.62,107.81,T
2037,62986.1,65.92,15657.72,30.14,47328.37,108.57,T
2038,62105.07,65,14445.94,27.81,47659.13,109.33,T
2039,61224.04,64.08,13234.16,25.47,47989.89,110.09,T
2040,60343.02,63.16,12022.37,23.14,48320.64,110.85,T
2041,59461.99,62.23,10810.59,20.81,48651.4,111.61,T
2042,58580.96,61.31,9598.81,18.48,48982.16,112.36,T
2043,57699.94,60.39,8387.02,16.14,49312.91,113.12,T
2044,56818.91,59.47,7175.24,13.81,49643.67,113.88,T
2045,55937.88,58.55,5963.46,11.48,49974.43,114.64,T
2046,55056.86,57.62,4751.67,9.15,50305.18,115.4,T
2047,54175.83,56.7,3539.89,6.81,50635.94,116.16,T
2048,53294.8,55.78,2328.11,4.48,50966.7,116.92,T
2049,52413.78,54.86,1116.32,2.15,51297.45,117.68,T
2050,51532.75,53.94,0,0,51628.21,118.43,T
