年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,51169.68,109.18,33343.28,119.36,17826.4,94.17,
2020,42413.88,90.5,26011.33,93.11,16402.55,86.65,
2019,46866.69,100,27935.96,100,18930.73,100,
2018,49121.06,104.81,30063.54,107.62,19057.52,100.67,
2017,47093.68,100.48,28069.76,100.48,19023.92,100.49,
2015,39958.42,85.26,23900.27,85.55,16058.15,84.83,
2014,45040.57,96.1,29097.14,104.16,15943.43,84.22,
2022,51852.55,110.64,34436.53,123.27,17416.03,92,T
2023,52535.43,112.1,35529.77,127.18,17005.65,89.83,T
2024,53218.3,113.55,36623.02,131.1,16595.28,87.66,T
2025,53901.17,115.01,37716.27,135.01,16184.91,85.5,T
2026,54584.05,116.47,38809.51,138.92,15774.53,83.33,T
2027,55266.92,117.92,39902.76,142.84,15364.16,81.16,T
2028,55949.79,119.38,40996.01,146.75,14953.79,78.99,T
2029,56632.67,120.84,42089.25,150.66,14543.41,76.82,T
2030,57315.54,122.29,43182.5,154.58,14133.04,74.66,T
2031,57998.41,123.75,44275.75,158.49,13722.67,72.49,T
2032,58681.29,125.21,45368.99,162.4,13312.29,70.32,T
2033,59364.16,126.67,46462.24,166.32,12901.92,68.15,T
2034,60047.03,128.12,47555.49,170.23,12491.55,65.99,T
2035,60729.91,129.58,48648.73,174.14,12081.17,63.82,T
2036,61412.78,131.04,49741.98,178.06,11670.8,61.65,T
2037,62095.65,132.49,50835.23,181.97,11260.43,59.48,T
2038,62778.53,133.95,51928.47,185.88,10850.05,57.31,T
2039,63461.4,135.41,53021.72,189.8,10439.68,55.15,T
2040,64144.27,136.87,54114.97,193.71,10029.31,52.98,T
2041,64827.15,138.32,55208.21,197.62,9618.93,50.81,T
2042,65510.02,139.78,56301.46,201.54,9208.56,48.64,T
2043,66192.89,141.24,57394.71,205.45,8798.19,46.48,T
2044,66875.77,142.69,58487.95,209.36,8387.81,44.31,T
2045,67558.64,144.15,59581.2,213.28,7977.44,42.14,T
2046,68241.51,145.61,60674.45,217.19,7567.07,39.97,T
2047,68924.39,147.06,61767.69,221.1,7156.69,37.8,T
2048,69607.26,148.52,62860.94,225.02,6746.32,35.64,T
2049,70290.13,149.98,63954.19,228.93,6335.95,33.47,T
2050,70973.01,151.44,65047.43,232.84,5925.57,31.3,T
