年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,891348.01,112.07,216185.63,118.89,675162.38,110.05,
2020,805634.72,101.29,186512.18,102.57,619122.54,100.91,
2019,795357.3,100,181832.52,100,613524.78,100,
2018,858206.81,107.9,205147.85,112.82,653058.96,106.44,
2017,709907.08,89.26,175453.97,96.49,534453.11,87.11,
2016,661282.84,83.14,174652.88,96.05,486629.96,79.32,
2015,724596.45,91.1,201765.33,110.96,522831.12,85.22,
2014,452871.57,56.94,168567.89,92.71,284303.68,46.34,
2013,429407.85,53.99,154146.15,84.77,275261.7,44.87,
2022,902395.08,113.46,219864.89,120.92,682530.19,111.25,T
2023,913442.14,114.85,223544.15,122.94,689897.99,112.45,T
2024,924489.21,116.24,227223.41,124.96,697265.8,113.65,T
2025,935536.28,117.62,230902.67,126.99,704633.61,114.85,T
2026,946583.34,119.01,234581.93,129.01,712001.41,116.05,T
2027,957630.41,120.4,238261.19,131.03,719369.22,117.25,T
2028,968677.48,121.79,241940.45,133.06,726737.03,118.45,T
2029,979724.54,123.18,245619.71,135.08,734104.83,119.65,T
2030,990771.61,124.57,249298.97,137.1,741472.64,120.85,T
2031,1001818.68,125.96,252978.23,139.13,748840.45,122.06,T
2032,1012865.74,127.35,256657.49,141.15,756208.25,123.26,T
2033,1023912.81,128.74,260336.75,143.17,763576.06,124.46,T
2034,1034959.88,130.13,264016.01,145.2,770943.87,125.66,T
2035,1046006.94,131.51,267695.27,147.22,778311.67,126.86,T
2036,1057054.01,132.9,271374.53,149.24,785679.48,128.06,T
2037,1068101.08,134.29,275053.79,151.27,793047.29,129.26,T
2038,1079148.14,135.68,278733.05,153.29,800415.09,130.46,T
2039,1090195.21,137.07,282412.31,155.31,807782.9,131.66,T
2040,1101242.28,138.46,286091.57,157.34,815150.71,132.86,T
2041,1112289.34,139.85,289770.83,159.36,822518.51,134.06,T
2042,1123336.41,141.24,293450.09,161.38,829886.32,135.27,T
2043,1134383.48,142.63,297129.35,163.41,837254.13,136.47,T
2044,1145430.54,144.01,300808.61,165.43,844621.93,137.67,T
2045,1156477.61,145.4,304487.87,167.46,851989.74,138.87,T
2046,1167524.68,146.79,308167.13,169.48,859357.55,140.07,T
2047,1178571.74,148.18,311846.39,171.5,866725.35,141.27,T
2048,1189618.81,149.57,315525.65,173.53,874093.16,142.47,T
2049,1200665.88,150.96,319204.91,175.55,881460.97,143.67,T
2050,1211712.94,152.35,322884.17,177.57,888828.77,144.87,T
