年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,135136.54,119.08,33260,126.89,101876.54,116.73,
2021,139543.56,122.96,36880.3,140.71,102663.26,117.63,
2020,121937.06,107.45,31798.74,121.32,90138.32,103.28,
2019,113485.06,100,26210.7,100,87274.36,100,
2018,130054.21,114.6,32904.28,125.54,97149.93,111.32,
2017,165998.53,146.27,46257.07,176.48,119741.46,137.2,
2016,171368.26,151.01,43108.55,164.47,128259.71,146.96,
2015,185446.51,163.41,47479.48,181.15,137967.03,158.08,
2014,223407.1,196.86,59269.75,226.13,164137.35,188.07,
2013,206851.86,182.27,53197.65,202.96,153654.21,176.06,
2023,142353.7,125.44,35609.76,135.86,106743.94,122.31,T
2024,149570.86,131.8,37959.53,144.82,111611.33,127.89,T
2025,156788.02,138.16,40309.29,153.79,116478.73,133.46,T
2026,164005.18,144.52,42659.06,162.75,121346.12,139.04,T
2027,171222.34,150.88,45008.83,171.72,126213.52,144.62,T
2028,178439.5,157.24,47358.59,180.68,131080.91,150.19,T
2029,185656.66,163.6,49708.36,189.65,135948.31,155.77,T
2030,192873.82,169.96,52058.12,198.61,140815.7,161.35,T
2031,200090.98,176.31,54407.89,207.58,145683.1,166.93,T
2032,207308.14,182.67,56757.65,216.54,150550.49,172.5,T
2033,214525.3,189.03,59107.42,225.51,155417.89,178.08,T
2034,221742.47,195.39,61457.19,234.47,160285.28,183.66,T
2035,228959.63,201.75,63806.95,243.44,165152.67,189.23,T
2036,236176.79,208.11,66156.72,252.4,170020.07,194.81,T
2037,243393.95,214.47,68506.48,261.37,174887.46,200.39,T
2038,250611.11,220.83,70856.25,270.33,179754.86,205.97,T
2039,257828.27,227.19,73206.01,279.3,184622.25,211.54,T
2040,265045.43,233.55,75555.78,288.26,189489.65,217.12,T
2041,272262.59,239.91,77905.54,297.23,194357.04,222.7,T
2042,279479.75,246.27,80255.31,306.19,199224.44,228.27,T
2043,286696.91,252.63,82605.08,315.16,204091.83,233.85,T
2044,293914.07,258.99,84954.84,324.12,208959.23,239.43,T
2045,301131.23,265.35,87304.61,333.09,213826.62,245.01,T
2046,308348.39,271.71,89654.37,342.05,218694.02,250.58,T
2047,315565.55,278.07,92004.14,351.02,223561.41,256.16,T
2048,322782.71,284.43,94353.9,359.98,228428.81,261.74,T
2049,329999.87,290.79,96703.67,368.95,233296.2,267.31,T
2050,337217.03,297.15,99053.44,377.91,238163.59,272.89,T
