年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,1343835.12,100.53,1070465.94,96.17,273369.18,122.21,
2021,1414034.14,105.78,1147130.93,103.06,266903.21,119.32,
2020,1336282.05,99.96,1099598.41,98.79,236683.64,105.81,
2019,1336776.92,100,1113091.44,100,223685.48,100,
2018,1356815.8,101.5,1116915.51,100.34,239900.29,107.25,
2017,1332729.82,99.7,1101495.71,98.96,231234.11,103.37,
2016,1467978.98,109.81,1245746.33,111.92,222232.65,99.35,
2015,1402619.52,104.93,1201028.91,107.9,201590.61,90.12,
2014,1464287.42,109.54,1278801.02,114.89,185486.4,82.92,
2023,1346187.85,100.7,1056257.43,94.89,289930.41,129.62,T
2024,1348540.58,100.88,1042048.93,93.62,306491.65,137.02,T
2025,1350893.31,101.06,1027840.43,92.34,323052.88,144.42,T
2026,1353246.04,101.23,1013631.93,91.06,339614.11,151.83,T
2027,1355598.77,101.41,999423.43,89.79,356175.35,159.23,T
2028,1357951.51,101.58,985214.93,88.51,372736.58,166.63,T
2029,1360304.24,101.76,971006.43,87.24,389297.81,174.04,T
2030,1362656.97,101.94,956797.92,85.96,405859.04,181.44,T
2031,1365009.7,102.11,942589.42,84.68,422420.28,188.85,T
2032,1367362.43,102.29,928380.92,83.41,438981.51,196.25,T
2033,1369715.16,102.46,914172.42,82.13,455542.74,203.65,T
2034,1372067.9,102.64,899963.92,80.85,472103.98,211.06,T
2035,1374420.63,102.82,885755.42,79.58,488665.21,218.46,T
2036,1376773.36,102.99,871546.92,78.3,505226.44,225.86,T
2037,1379126.09,103.17,857338.41,77.02,521787.68,233.27,T
2038,1381478.82,103.34,843129.91,75.75,538348.91,240.67,T
2039,1383831.55,103.52,828921.41,74.47,554910.14,248.08,T
2040,1386184.29,103.7,814712.91,73.19,571471.38,255.48,T
2041,1388537.02,103.87,800504.41,71.92,588032.61,262.88,T
2042,1390889.75,104.05,786295.91,70.64,604593.84,270.29,T
2043,1393242.48,104.22,772087.4,69.36,621155.08,277.69,T
2044,1395595.21,104.4,757878.9,68.09,637716.31,285.1,T
2045,1397947.94,104.58,743670.4,66.81,654277.54,292.5,T
2046,1400300.68,104.75,729461.9,65.53,670838.77,299.9,T
2047,1402653.41,104.93,715253.4,64.26,687400.01,307.31,T
2048,1405006.14,105.1,701044.9,62.98,703961.24,314.71,T
2049,1407358.87,105.28,686836.4,61.71,720522.47,322.11,T
2050,1409711.6,105.46,672627.89,60.43,737083.71,329.52,T
