分類,子分類,項目,單位,年份,數值
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2013,2778051.38
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2013,12771.12
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2014,8132911.06
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2014,3981428.18
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2015,8166006.74
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2015,4082046.46
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2016,7921690.610000001
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2016,4085937.1999999997
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2016,6664.491912870146
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2017,8208337.34
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2017,4390878.9
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2017,6095.124170603366
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2018,8130385.66
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2018,4356521.41
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2018,5420.3696690108045
E,溫室氣體排放,範疇一直接排放,公噸CO2e,2019,7924290.4
E,溫室氣體排放,範疇二間接排放,公噸CO2e,2019,4213455.17
E,溫室氣體排放,碳密集度,公噸CO2e/億元,2019,5839.706019245588
E,污染管理,氮氧化物,,2009,2686.6980000000003
E,污染管理,硫氧化物,,2009,1243.388
E,污染管理,粒狀污染物,,2009,383.021
E,污染管理,揮發性有機化合物,,2009,207.53900000000002
E,污染管理,氮氧化物,,2010,373.8259999999999
E,污染管理,硫氧化物,,2010,319.17499999999995
E,污染管理,粒狀污染物,,2010,50.698
E,污染管理,揮發性有機化合物,,2010,275.545
E,污染管理,氮氧化物,,2011,2564.758
E,污染管理,硫氧化物,,2011,1414.6750000000002
E,污染管理,粒狀污染物,,2011,332.822
E,污染管理,揮發性有機化合物,,2011,312.724
E,污染管理,氮氧化物,,2012,2141.71
E,污染管理,硫氧化物,,2012,491.7109999999999
E,污染管理,粒狀污染物,,2012,189.93999999999997
E,污染管理,揮發性有機化合物,,2012,472.317
E,污染管理,氮氧化物,,2013,2408.995
E,污染管理,硫氧化物,,2013,1153.416
E,污染管理,粒狀污染物,,2013,351.103
E,污染管理,揮發性有機化合物,,2013,453.657
E,污染管理,氮氧化物,,2014,2943.8540000000003
E,污染管理,硫氧化物,,2014,1162.6940000000002
E,污染管理,粒狀污染物,,2014,466.5579999999999
E,污染管理,揮發性有機化合物,,2014,502.1950000000001
E,污染管理,氮氧化物,,2015,1833.6530000000002
E,污染管理,硫氧化物,,2015,962.3620000000001
E,污染管理,粒狀污染物,,2015,429.23199999999997
E,污染管理,揮發性有機化合物,,2015,430.229
E,污染管理,氮氧化物,,2016,2124.3239999999996
E,污染管理,硫氧化物,,2016,1159.2569999999998
E,污染管理,粒狀污染物,,2016,413.83299999999997
E,污染管理,揮發性有機化合物,,2016,467.09700000000004
E,污染管理,苯,,2017,0.306
E,污染管理,四氯化碳,,2017,0
E,污染管理,1-1-二氯乙烷,,2017,1.015
E,污染管理,1-2-二氯乙烷,,2017,7.29
E,污染管理,戴奧辛,,2017,0
E,污染管理,乙苯,,2017,0.21799999999999997
E,污染管理,二氯甲烷,,2017,0.195
E,污染管理,氮氧化物,,2017,936.98
E,污染管理,硫氧化物,,2017,645.9100000000001
E,污染管理,苯乙烯,,2017,8.589
E,污染管理,粒狀污染物,,2017,173.51800000000006
E,污染管理,四氯乙烯,,2017,0
E,污染管理,甲苯,,2017,7.645000000000001
E,污染管理,三氯乙烷,,2017,0
E,污染管理,三氯乙烯,,2017,0.061999999999999986
E,污染管理,揮發性有機化合物,,2017,481.58799999999997
E,污染管理,二甲苯,,2017,22.433
E,污染管理,三氯甲烷,,2017,1.2299999999999998
E,污染管理,重金屬,,2017,0
E,污染管理,苯,,2018,0.28
E,污染管理,四氯化碳,,2018,0
E,污染管理,1-1-二氯乙烷,,2018,1.295
E,污染管理,1-2-二氯乙烷,,2018,5.443
E,污染管理,戴奧辛,,2018,0
E,污染管理,乙苯,,2018,0.097
E,污染管理,二氯甲烷,,2018,0.49000000000000005
E,污染管理,氮氧化物,,2018,1013.3750000000002
E,污染管理,硫氧化物,,2018,579.905
E,污染管理,苯乙烯,,2018,8.921999999999999
E,污染管理,粒狀污染物,,2018,299.8160000000001
E,污染管理,四氯乙烯,,2018,0
E,污染管理,甲苯,,2018,5.226
E,污染管理,三氯乙烷,,2018,0.047
E,污染管理,三氯乙烯,,2018,0.058
E,污染管理,揮發性有機化合物,,2018,334.03700000000003
E,污染管理,二甲苯,,2018,13.613000000000001
E,污染管理,三氯甲烷,,2018,1.6809999999999998
E,污染管理,重金屬,,2018,0.04700000000000001
E,污染管理,苯,,2019,0.17900000000000002
E,污染管理,四氯化碳,,2019,0
E,污染管理,1-1-二氯乙烷,,2019,1.208
E,污染管理,1-2-二氯乙烷,,2019,3.8789999999999996
E,污染管理,戴奧辛,,2019,0
E,污染管理,乙苯,,2019,0.06
E,污染管理,二氯甲烷,,2019,0.9099999999999999
E,污染管理,氮氧化物,,2019,1132.367
E,污染管理,硫氧化物,,2019,707.7830000000001
E,污染管理,苯乙烯,,2019,4.913
E,污染管理,粒狀污染物,,2019,421.96500000000003
E,污染管理,四氯乙烯,,2019,0
E,污染管理,甲苯,,2019,4.319
E,污染管理,三氯乙烷,,2019,0.273
E,污染管理,三氯乙烯,,2019,0.049
E,污染管理,揮發性有機化合物,,2019,244.971
E,污染管理,二甲苯,,2019,14.641999999999996
E,污染管理,三氯甲烷,,2019,0.573
E,污染管理,重金屬,,2019,0.14200000000000002
E,污染管理,苯,,2020,0.10600000000000001
E,污染管理,四氯化碳,,2020,0
E,污染管理,1-1-二氯乙烷,,2020,2.108
E,污染管理,1-2-二氯乙烷,,2020,6.874
E,污染管理,戴奧辛,,2020,0
E,污染管理,乙苯,,2020,0.165
E,污染管理,二氯甲烷,,2020,0.556
E,污染管理,氮氧化物,,2020,1563.7399999999998
E,污染管理,硫氧化物,,2020,906.8199999999999
E,污染管理,苯乙烯,,2020,2.12
E,污染管理,粒狀污染物,,2020,303.249
E,污染管理,四氯乙烯,,2020,0
E,污染管理,甲苯,,2020,6.522
E,污染管理,三氯乙烷,,2020,0.194
E,污染管理,三氯乙烯,,2020,0.03
E,污染管理,揮發性有機化合物,,2020,318.0250000000001
E,污染管理,二甲苯,,2020,20.462
E,污染管理,三氯甲烷,,2020,2.539
E,污染管理,重金屬,,2020,0.19399999999999998
E,污染管理,苯,,2021,0.044
E,污染管理,四氯化碳,,2021,0
E,污染管理,1-1-二氯乙烷,,2021,0.233
E,污染管理,1-2-二氯乙烷,,2021,0.858
E,污染管理,戴奧辛,,2021,0
E,污染管理,乙苯,,2021,0.126
E,污染管理,二氯甲烷,,2021,0.27
E,污染管理,氮氧化物,,2021,594.4119999999999
E,污染管理,硫氧化物,,2021,221.687
E,污染管理,苯乙烯,,2021,1.081
E,污染管理,粒狀污染物,,2021,62.466
E,污染管理,四氯乙烯,,2021,0
E,污染管理,甲苯,,2021,0.903
E,污染管理,三氯乙烷,,2021,0.096
E,污染管理,三氯乙烯,,2021,0.02
E,污染管理,揮發性有機化合物,,2021,28.238
E,污染管理,二甲苯,,2021,0.5970000000000001
E,污染管理,三氯甲烷,,2021,0.396
E,污染管理,重金屬,,2021,0.07400000000000001
E,污染管理,違反環境法規金額,元,2010,NaN
E,污染管理,違反環境法規次數,次,2010,6
E,污染管理,違反環境法規金額,元,2011,3720000
E,污染管理,違反環境法規次數,次,2011,5
E,污染管理,違反環境法規金額,元,2012,10000
E,污染管理,違反環境法規次數,次,2012,1
E,污染管理,違反環境法規金額,元,2013,100000
E,污染管理,違反環境法規次數,次,2013,1
E,污染管理,違反環境法規金額,元,2014,100000
E,污染管理,違反環境法規次數,次,2014,1
E,污染管理,違反環境法規金額,元,2015,650000
E,污染管理,違反環境法規次數,次,2015,2
E,污染管理,違反環境法規金額,元,2016,200000
E,污染管理,違反環境法規次數,次,2016,2
E,污染管理,違反環境法規金額,元,2017,560000
E,污染管理,違反環境法規次數,次,2017,6
E,污染管理,違反環境法規金額,元,2018,106000
E,污染管理,違反環境法規次數,次,2018,2
E,污染管理,違反環境法規金額,元,2019,800000
E,污染管理,違反環境法規次數,次,2019,3
E,污染管理,違反環境法規金額,元,2020,850000
E,污染管理,違反環境法規次數,次,2020,4
E,污染管理,違反環境法規金額,元,2021,291000
E,污染管理,違反環境法規次數,次,2021,3
S,員工薪資,平均薪資,仟元,2020,1306
S,員工薪資,薪資中位數,仟元,2020,1186
S,員工薪資,平均薪資,仟元,2019,1397
S,員工薪資,薪資中位數,仟元,2019,1272
S,員工薪資,平均薪資,仟元,2018,1406
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,63657407810
G,,資本額,元,2019,63657407810
G,收入、成本與淨利,營業收入,仟元,2020,185813405
G,收入、成本與淨利,營業成本,仟元,2020,156759121
G,收入、成本與淨利,營業費用,仟元,2020,11955069
G,收入、成本與淨利,淨利,仟元,2020,20036199
G,收入、成本與淨利,營業收入,仟元,2019,207848572
G,收入、成本與淨利,營業成本,仟元,2019,175734622
G,收入、成本與淨利,營業費用,仟元,2019,11917584
G,收入、成本與淨利,淨利,仟元,2019,37324162
G,收入、成本與淨利,營業收入,仟元,2018,230370027
G,收入、成本與淨利,營業成本,仟元,2018,193061959
G,收入、成本與淨利,營業費用,仟元,2018,11966756
G,收入、成本與淨利,淨利,仟元,2018,49549540
