年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,332807,101.86,39787.9,70.44,293019.1,108.43,
2019,326715.16,100,56485.84,100,270229.32,100,
2018,347361.57,106.32,57109.12,101.1,290252.45,107.41,
2017,342939.56,104.97,52759.39,93.4,290180.17,107.38,
2016,340429.01,104.2,48011.85,85,292417.16,108.21,
2015,320946.03,98.23,66732.43,118.14,254213.6,94.07,
2014,313780.24,96.04,77235.8,136.73,236544.44,87.53,
2021,329429.48,100.83,35464.07,62.78,293965.41,108.78,T
2022,326051.96,99.8,31140.24,55.13,294911.72,109.13,T
2023,322674.44,98.76,26816.41,47.47,295858.03,109.48,T
2024,319296.92,97.73,22492.58,39.82,296804.34,109.83,T
2025,315919.4,96.7,18168.75,32.17,297750.65,110.18,T
2026,312541.88,95.66,13844.92,24.51,298696.96,110.53,T
2027,309164.36,94.63,9521.09,16.86,299643.27,110.88,T
2028,305786.84,93.59,5197.26,9.2,300589.58,111.23,T
2029,302409.32,92.56,873.43,1.55,301535.89,111.59,T
2030,299031.8,91.53,0,0,302482.2,111.94,T
2031,295654.28,90.49,0,0,303428.51,112.29,T
2032,292276.76,89.46,0,0,304374.82,112.64,T
2033,288899.24,88.43,0,0,305321.13,112.99,T
2034,285521.72,87.39,0,0,306267.44,113.34,T
2035,282144.2,86.36,0,0,307213.75,113.69,T
2036,278766.68,85.32,0,0,308160.06,114.04,T
2037,275389.16,84.29,0,0,309106.37,114.39,T
2038,272011.64,83.26,0,0,310052.68,114.74,T
2039,268634.12,82.22,0,0,310998.99,115.09,T
2040,265256.6,81.19,0,0,311945.3,115.44,T
2041,261879.08,80.16,0,0,312891.61,115.79,T
2042,258501.56,79.12,0,0,313837.92,116.14,T
2043,255124.04,78.09,0,0,314784.23,116.49,T
2044,251746.52,77.05,0,0,315730.54,116.84,T
2045,248369,76.02,0,0,316676.85,117.19,T
2046,244991.48,74.99,0,0,317623.16,117.54,T
2047,241613.96,73.95,0,0,318569.47,117.89,T
2048,238236.44,72.92,0,0,319515.78,118.24,T
2049,234858.92,71.88,0,0,320462.09,118.59,T
2050,231481.4,70.85,0,0,321408.4,118.94,T
