年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,8970700,99.26,8810467.86,99.74,160232.14,78.4,
2021,9612038.48,106.36,9445934.46,106.94,166104.02,81.27,
2020,9142275.03,101.16,8959412.82,101.43,182862.21,89.47,
2019,9037596.99,100,8833209.67,100,204387.32,100,
2018,10119831.26,111.97,9899184.61,112.07,220646.65,107.96,
2017,9840746.38,108.89,9604727.14,108.73,236019.24,115.48,
2016,9448189.11,104.54,9236653.71,104.57,211535.4,103.5,
2015,9725006.06,107.61,9577771.46,108.43,147234.6,72.04,
2014,9937370.81,109.96,9759054.55,110.48,178316.26,87.24,
2013,9351813.28,103.48,9070469.43,102.69,281343.85,137.65,
2023,8948401.01,99.01,8802887.26,99.66,145513.75,71.2,T
2024,8926102.01,98.77,8795306.65,99.57,130795.36,63.99,T
2025,8903803.02,98.52,8787726.05,99.49,116076.97,56.79,T
2026,8881504.02,98.27,8780145.45,99.4,101358.58,49.59,T
2027,8859205.03,98.03,8772564.84,99.31,86640.18,42.39,T
2028,8836906.03,97.78,8764984.24,99.23,71921.79,35.19,T
2029,8814607.04,97.53,8757403.64,99.14,57203.4,27.99,T
2030,8792308.04,97.29,8749823.03,99.06,42485.01,20.79,T
2031,8770009.05,97.04,8742242.43,98.97,27766.62,13.59,T
2032,8747710.05,96.79,8734661.83,98.88,13048.22,6.38,T
2033,8725411.06,96.55,8727081.22,98.8,0,0,T
2034,8703112.06,96.3,8719500.62,98.71,0,0,T
2035,8680813.06,96.05,8711920.02,98.63,0,0,T
2036,8658514.07,95.81,8704339.41,98.54,0,0,T
2037,8636215.07,95.56,8696758.81,98.46,0,0,T
2038,8613916.08,95.31,8689178.21,98.37,0,0,T
2039,8591617.08,95.07,8681597.6,98.28,0,0,T
2040,8569318.09,94.82,8674017,98.2,0,0,T
2041,8547019.09,94.57,8666436.4,98.11,0,0,T
2042,8524720.1,94.33,8658855.79,98.03,0,0,T
2043,8502421.1,94.08,8651275.19,97.94,0,0,T
2044,8480122.11,93.83,8643694.59,97.85,0,0,T
2045,8457823.11,93.58,8636113.98,97.77,0,0,T
2046,8435524.12,93.34,8628533.38,97.68,0,0,T
2047,8413225.12,93.09,8620952.78,97.6,0,0,T
2048,8390926.13,92.84,8613372.17,97.51,0,0,T
2049,8368627.13,92.6,8605791.57,97.43,0,0,T
2050,8346328.13,92.35,8598210.97,97.34,0,0,T
