年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,292153.74,102.28,88386.28,100.48,203767.46,103.08,
2020,271768.37,95.14,86047.65,97.82,185720.72,93.95,
2019,285645.01,100,87960.81,100,197684.2,100,
2018,292615.15,102.44,87480.15,99.45,205135,103.77,
2017,300709.62,105.27,89339.22,101.57,211370.4,106.92,
2016,248988.61,87.17,79709,90.62,169279.61,85.63,
2015,303876.55,106.38,103918.83,118.14,199957.72,101.15,
2014,323415.48,113.22,102468.55,116.49,220946.93,111.77,
2013,304142.95,106.48,92285.33,104.92,211857.62,107.17,
2022,291999.94,102.22,88688.32,100.83,203311.61,102.85,T
2023,291846.13,102.17,88990.37,101.17,202855.77,102.62,T
2024,291692.33,102.12,89292.41,101.51,202399.92,102.39,T
2025,291538.53,102.06,89594.45,101.86,201944.07,102.15,T
2026,291384.72,102.01,89896.5,102.2,201488.23,101.92,T
2027,291230.92,101.96,90198.54,102.54,201032.38,101.69,T
2028,291077.12,101.9,90500.58,102.89,200576.53,101.46,T
2029,290923.31,101.85,90802.63,103.23,200120.69,101.23,T
2030,290769.51,101.79,91104.67,103.57,199664.84,101,T
2031,290615.71,101.74,91406.71,103.92,199208.99,100.77,T
2032,290461.9,101.69,91708.76,104.26,198753.15,100.54,T
2033,290308.1,101.63,92010.8,104.6,198297.3,100.31,T
2034,290154.3,101.58,92312.84,104.95,197841.45,100.08,T
2035,290000.49,101.52,92614.89,105.29,197385.61,99.85,T
2036,289846.69,101.47,92916.93,105.63,196929.76,99.62,T
2037,289692.89,101.42,93218.97,105.98,196473.91,99.39,T
2038,289539.08,101.36,93521.02,106.32,196018.07,99.16,T
2039,289385.28,101.31,93823.06,106.66,195562.22,98.93,T
2040,289231.48,101.26,94125.1,107.01,195106.37,98.7,T
2041,289077.67,101.2,94427.15,107.35,194650.53,98.47,T
2042,288923.87,101.15,94729.19,107.69,194194.68,98.23,T
2043,288770.07,101.09,95031.23,108.04,193738.83,98,T
2044,288616.26,101.04,95333.28,108.38,193282.99,97.77,T
2045,288462.46,100.99,95635.32,108.72,192827.14,97.54,T
2046,288308.66,100.93,95937.36,109.07,192371.29,97.31,T
2047,288154.85,100.88,96239.41,109.41,191915.45,97.08,T
2048,288001.05,100.82,96541.45,109.76,191459.6,96.85,T
2049,287847.25,100.77,96843.49,110.1,191003.75,96.62,T
2050,287693.44,100.72,97145.54,110.44,190547.91,96.39,T
