分類,子分類,項目,單位,年份,數值
G,收入、成本與淨利,營業收入,仟元,2020,721700943
G,收入、成本與淨利,營業成本,仟元,2020,712267229
G,收入、成本與淨利,營業費用,仟元,2020,20153836
G,收入、成本與淨利,淨利,仟元,2020,-7341553
G,收入、成本與淨利,營業收入,仟元,2019,1014108034
G,收入、成本與淨利,營業成本,仟元,2019,956348204
G,收入、成本與淨利,營業費用,仟元,2019,21546875
G,收入、成本與淨利,淨利,仟元,2019,32442819
G,收入、成本與淨利,營業收入,仟元,2018,1034575286
G,收入、成本與淨利,營業成本,仟元,2018,968517142
G,收入、成本與淨利,營業費用,仟元,2018,20340803
G,收入、成本與淨利,淨利,仟元,2018,34293237
G,收入、成本與淨利,營業收入,仟元,2017,896642121
G,收入、成本與淨利,營業成本,仟元,2017,826422169
G,收入、成本與淨利,營業費用,仟元,2017,19508901
G,收入、成本與淨利,淨利,仟元,2017,40311563
G,收入、成本與淨利,營業收入,仟元,2016,764629993
G,收入、成本與淨利,營業成本,仟元,2016,704900715
G,收入、成本與淨利,營業費用,仟元,2016,20313187
G,收入、成本與淨利,淨利,仟元,2016,29367204
