年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,10597.41,112.82,811.42,307.82,9785.99,107.19,
2020,9781.99,104.14,542.18,205.68,9239.81,101.21,
2019,9392.82,100,263.6,100,9129.22,100,
2018,10557.29,112.4,896.77,340.2,9660.52,105.82,
2017,10696.33,113.88,392.15,148.77,10304.18,112.87,
2022,10610.78,112.97,782.97,297.03,9827.81,107.65,T
2023,10624.16,113.11,754.52,286.24,9869.64,108.11,T
2024,10637.53,113.25,726.07,275.44,9911.46,108.57,T
2025,10650.9,113.39,697.62,264.65,9953.28,109.03,T
2026,10664.28,113.54,669.17,253.86,9995.11,109.48,T
2027,10677.65,113.68,640.72,243.07,10036.93,109.94,T
2028,10691.02,113.82,612.27,232.27,10078.75,110.4,T
2029,10704.4,113.96,583.82,221.48,10120.58,110.86,T
2030,10717.77,114.11,555.37,210.69,10162.4,111.32,T
2031,10731.14,114.25,526.92,199.89,10204.22,111.78,T
2032,10744.52,114.39,498.47,189.1,10246.05,112.23,T
2033,10757.89,114.53,470.02,178.31,10287.87,112.69,T
2034,10771.26,114.68,441.57,167.52,10329.69,113.15,T
2035,10784.64,114.82,413.12,156.72,10371.52,113.61,T
2036,10798.01,114.96,384.67,145.93,10413.34,114.07,T
2037,10811.38,115.1,356.22,135.14,10455.16,114.52,T
2038,10824.76,115.25,327.77,124.34,10496.99,114.98,T
2039,10838.13,115.39,299.32,113.55,10538.81,115.44,T
2040,10851.5,115.53,270.87,102.76,10580.63,115.9,T
2041,10864.88,115.67,242.42,91.97,10622.46,116.36,T
2042,10878.25,115.81,213.97,81.17,10664.28,116.81,T
2043,10891.62,115.96,185.52,70.38,10706.1,117.27,T
2044,10905,116.1,157.07,59.59,10747.93,117.73,T
2045,10918.37,116.24,128.62,48.79,10789.75,118.19,T
2046,10931.74,116.38,100.17,38,10831.57,118.65,T
2047,10945.12,116.53,71.72,27.21,10873.4,119.11,T
2048,10958.49,116.67,43.27,16.42,10915.22,119.56,T
2049,10971.86,116.81,14.82,5.62,10957.04,120.02,T
2050,10985.24,116.95,0,0,10998.87,120.48,T
