年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,206329.04,122.17,87868.48,132.45,118460.56,115.52,
2020,191272.04,113.25,76889.51,115.9,114382.53,111.54,
2019,168887.5,100,66342.34,100,102545.16,100,
2018,164484.89,97.39,64447.39,97.14,100037.5,97.55,
2017,152118.43,90.07,54515.75,82.17,97602.68,95.18,
2016,119944.71,71.02,45142.82,68.05,74801.89,72.95,
2015,112917.46,66.86,41636.92,62.76,71280.54,69.51,
2022,220277.09,130.43,95675.51,144.21,124601.58,121.51,T
2023,234225.14,138.69,103482.54,155.98,130742.6,127.5,T
2024,248173.19,146.95,111289.57,167.75,136883.62,133.49,T
2025,262121.24,155.2,119096.6,179.52,143024.64,139.47,T
2026,276069.29,163.46,126903.63,191.29,149165.66,145.46,T
2027,290017.34,171.72,134710.66,203.05,155306.68,151.45,T
2028,303965.39,179.98,142517.69,214.82,161447.7,157.44,T
2029,317913.44,188.24,150324.72,226.59,167588.72,163.43,T
2030,331861.49,196.5,158131.75,238.36,173729.74,169.42,T
2031,345809.54,204.76,165938.78,250.13,179870.76,175.41,T
2032,359757.59,213.02,173745.81,261.89,186011.78,181.39,T
2033,373705.64,221.27,181552.84,273.66,192152.8,187.38,T
2034,387653.69,229.53,189359.87,285.43,198293.82,193.37,T
2035,401601.74,237.79,197166.9,297.2,204434.84,199.36,T
2036,415549.79,246.05,204973.93,308.96,210575.86,205.35,T
2037,429497.84,254.31,212780.96,320.73,216716.88,211.34,T
2038,443445.89,262.57,220587.99,332.5,222857.9,217.33,T
2039,457393.94,270.83,228395.02,344.27,228998.92,223.32,T
2040,471341.99,279.09,236202.05,356.04,235139.94,229.3,T
2041,485290.04,287.35,244009.08,367.8,241280.96,235.29,T
2042,499238.09,295.6,251816.11,379.57,247421.98,241.28,T
2043,513186.14,303.86,259623.14,391.34,253563,247.27,T
2044,527134.19,312.12,267430.17,403.11,259704.02,253.26,T
2045,541082.24,320.38,275237.2,414.87,265845.04,259.25,T
2046,555030.29,328.64,283044.23,426.64,271986.06,265.24,T
2047,568978.34,336.9,290851.26,438.41,278127.08,271.22,T
2048,582926.39,345.16,298658.29,450.18,284268.1,277.21,T
2049,596874.44,353.42,306465.32,461.95,290409.12,283.2,T
2050,610822.49,361.67,314272.35,473.71,296550.14,289.19,T
