年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,365702.76,95.02,331800.81,94.4,33901.95,101.57,
2020,364682.78,94.76,332196.55,94.52,32486.23,97.33,
2019,384851.46,100,351473.99,100,33377.47,100,
2018,412916.31,107.29,377513.6,107.41,35402.71,106.07,
2017,390904.43,101.57,355119.91,101.04,35784.52,107.21,
2016,404397.55,105.08,361425.66,102.83,42971.89,128.75,
2015,277240.79,72.04,215804.26,61.4,61436.53,184.07,
2014,249954.72,64.95,187251.45,53.28,62703.27,187.86,
2022,349964.91,90.94,316563.21,90.07,33401.7,100.07,T
2023,334227.06,86.85,301325.62,85.73,32901.44,98.57,T
2024,318489.21,82.76,286088.02,81.4,32401.19,97.08,T
2025,302751.36,78.67,270850.42,77.06,31900.94,95.58,T
2026,287013.51,74.58,255612.83,72.73,31400.68,94.08,T
2027,271275.66,70.49,240375.23,68.39,30900.43,92.58,T
2028,255537.81,66.4,225137.63,64.06,30400.18,91.08,T
2029,239799.96,62.31,209900.04,59.72,29899.92,89.58,T
2030,224062.11,58.22,194662.44,55.38,29399.67,88.08,T
2031,208324.26,54.13,179424.84,51.05,28899.42,86.58,T
2032,192586.41,50.04,164187.25,46.71,28399.16,85.08,T
2033,176848.56,45.95,148949.65,42.38,27898.91,83.59,T
2034,161110.71,41.86,133712.05,38.04,27398.66,82.09,T
2035,145372.86,37.77,118474.46,33.71,26898.4,80.59,T
2036,129635.01,33.68,103236.86,29.37,26398.15,79.09,T
2037,113897.16,29.6,87999.26,25.04,25897.9,77.59,T
2038,98159.31,25.51,72761.67,20.7,25397.64,76.09,T
2039,82421.46,21.42,57524.07,16.37,24897.39,74.59,T
2040,66683.61,17.33,42286.47,12.03,24397.14,73.09,T
2041,50945.76,13.24,27048.88,7.7,23896.88,71.6,T
2042,35207.91,9.15,11811.28,3.36,23396.63,70.1,T
2043,19470.06,5.06,0,0,22896.38,68.6,T
2044,3732.21,0.97,0,0,22396.12,67.1,T
2045,0,0,0,0,21895.87,65.6,T
2046,0,0,0,0,21395.62,64.1,T
2047,0,0,0,0,20895.36,62.6,T
2048,0,0,0,0,20395.11,61.1,T
2049,0,0,0,0,19894.86,59.61,T
2050,0,0,0,0,19394.6,58.11,T
