年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,375912.65,96.44,43882.62,91.52,332030.03,97.13,
2019,389790.68,100,47951.17,100,341839.51,100,
2018,404233.69,103.71,43660.35,91.05,360573.34,105.48,
2017,406883.51,104.39,45515.96,94.92,361367.55,105.71,
2016,363496.28,93.25,40317.06,84.08,323179.22,94.54,
2015,343357.37,88.09,39540.18,82.46,303817.19,88.88,
2014,320752.29,82.29,39019.29,81.37,281733,82.42,
2021,365589.03,93.79,43338.17,90.38,322250.86,94.27,T
2022,355265.41,91.14,42793.73,89.24,312471.68,91.41,T
2023,344941.79,88.49,42249.28,88.11,302692.51,88.55,T
2024,334618.17,85.85,41704.83,86.97,292913.34,85.69,T
2025,324294.55,83.2,41160.39,85.84,283134.16,82.83,T
2026,313970.93,80.55,40615.94,84.7,273354.99,79.97,T
2027,303647.31,77.9,40071.49,83.57,263575.82,77.11,T
2028,293323.69,75.25,39527.05,82.43,253796.64,74.24,T
2029,283000.07,72.6,38982.6,81.3,244017.47,71.38,T
2030,272676.45,69.95,38438.15,80.16,234238.3,68.52,T
2031,262352.83,67.31,37893.71,79.03,224459.12,65.66,T
2032,252029.21,64.66,37349.26,77.89,214679.95,62.8,T
2033,241705.59,62.01,36804.81,76.75,204900.78,59.94,T
2034,231381.97,59.36,36260.37,75.62,195121.6,57.08,T
2035,221058.35,56.71,35715.92,74.48,185342.43,54.22,T
2036,210734.73,54.06,35171.47,73.35,175563.26,51.36,T
2037,200411.11,51.42,34627.03,72.21,165784.08,48.5,T
2038,190087.49,48.77,34082.58,71.08,156004.91,45.64,T
2039,179763.87,46.12,33538.13,69.94,146225.74,42.78,T
2040,169440.25,43.47,32993.69,68.81,136446.56,39.92,T
2041,159116.63,40.82,32449.24,67.67,126667.39,37.05,T
2042,148793.01,38.17,31904.79,66.54,116888.22,34.19,T
2043,138469.39,35.52,31360.35,65.4,107109.04,31.33,T
2044,128145.77,32.88,30815.9,64.27,97329.87,28.47,T
2045,117822.15,30.23,30271.45,63.13,87550.7,25.61,T
2046,107498.53,27.58,29727.01,61.99,77771.52,22.75,T
2047,97174.91,24.93,29182.56,60.86,67992.35,19.89,T
2048,86851.29,22.28,28638.11,59.72,58213.18,17.03,T
2049,76527.67,19.63,28093.67,58.59,48434,14.17,T
2050,66204.05,16.98,27549.22,57.45,38654.83,11.31,T
