年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,595973.35,92.52,553345.02,92.57,42628.33,91.96,
2019,644135.19,100,597779.89,100,46355.3,100,
2018,578088.85,89.75,535325.62,89.55,42763.23,92.25,
2017,652144.97,101.24,605085.16,101.22,47059.81,101.52,
2016,745764.55,115.78,695576.1,116.36,50188.45,108.27,
2015,673212.35,104.51,622769.61,104.18,50442.74,108.82,
2014,737189.58,114.45,682897.91,114.24,54291.67,117.12,
2013,659772.45,102.43,610920.93,102.2,48851.52,105.38,
2021,577249.48,89.62,536098.31,89.68,41151.17,88.77,T
2022,558525.6,86.71,518851.59,86.8,39674.01,85.59,T
2023,539801.73,83.8,501604.88,83.91,38196.85,82.4,T
2024,521077.86,80.9,484358.17,81.03,36719.69,79.21,T
2025,502353.98,77.99,467111.45,78.14,35242.53,76.03,T
2026,483630.11,75.08,449864.74,75.26,33765.37,72.84,T
2027,464906.24,72.18,432618.03,72.37,32288.21,69.65,T
2028,446182.36,69.27,415371.31,69.49,30811.05,66.47,T
2029,427458.49,66.36,398124.6,66.6,29333.89,63.28,T
2030,408734.62,63.45,380877.89,63.72,27856.73,60.09,T
2031,390010.74,60.55,363631.17,60.83,26379.57,56.91,T
2032,371286.87,57.64,346384.46,57.95,24902.41,53.72,T
2033,352563,54.73,329137.75,55.06,23425.25,50.53,T
2034,333839.12,51.83,311891.03,52.17,21948.09,47.35,T
2035,315115.25,48.92,294644.32,49.29,20470.93,44.16,T
2036,296391.38,46.01,277397.61,46.4,18993.77,40.97,T
2037,277667.5,43.11,260150.89,43.52,17516.61,37.79,T
2038,258943.63,40.2,242904.18,40.63,16039.45,34.6,T
2039,240219.76,37.29,225657.47,37.75,14562.29,31.41,T
2040,221495.88,34.39,208410.75,34.86,13085.13,28.23,T
2041,202772.01,31.48,191164.04,31.98,11607.97,25.04,T
2042,184048.14,28.57,173917.33,29.09,10130.81,21.85,T
2043,165324.26,25.67,156670.61,26.21,8653.65,18.67,T
2044,146600.39,22.76,139423.9,23.32,7176.49,15.48,T
2045,127876.52,19.85,122177.19,20.44,5699.33,12.29,T
2046,109152.64,16.95,104930.47,17.55,4222.17,9.11,T
2047,90428.77,14.04,87683.76,14.67,2745.01,5.92,T
2048,71704.9,11.13,70437.05,11.78,1267.85,2.74,T
2049,52981.02,8.23,53190.33,8.9,0,0,T
2050,34257.15,5.32,35943.62,6.01,0,0,T
