年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,135239.93,479.76,29745.11,223.93,105494.82,707.75,
2020,115869,411.05,30311.74,228.2,85557.26,573.99,
2019,28188.79,100,13283.18,100,14905.61,100,
2018,141991.71,503.72,59922.99,451.12,82068.72,550.59,
2017,133788.84,474.62,42912.07,323.06,90876.77,609.68,
2016,117526.09,416.92,18337.32,138.05,99188.77,665.45,
2015,110912.98,393.46,22851.51,172.03,88061.47,590.79,
2014,110683.03,392.65,29314.69,220.69,81368.34,545.89,
2022,132989.34,471.78,19685.82,148.2,113303.52,760.14,T
2023,130738.74,463.8,9626.52,72.47,121112.22,812.53,T
2024,128488.15,455.81,0,0,128920.92,864.92,T
2025,126237.56,447.83,0,0,136729.62,917.3,T
2026,123986.96,439.84,0,0,144538.32,969.69,T
2027,121736.37,431.86,0,0,152347.02,1022.08,T
2028,119485.78,423.88,0,0,160155.72,1074.47,T
2029,117235.18,415.89,0,0,167964.42,1126.85,T
2030,114984.59,407.91,0,0,175773.12,1179.24,T
2031,112734,399.92,0,0,183581.82,1231.63,T
2032,110483.4,391.94,0,0,191390.52,1284.02,T
2033,108232.81,383.96,0,0,199199.22,1336.4,T
2034,105982.22,375.97,0,0,207007.92,1388.79,T
2035,103731.62,367.99,0,0,214816.62,1441.18,T
2036,101481.03,360,0,0,222625.32,1493.57,T
2037,99230.44,352.02,0,0,230434.02,1545.95,T
2038,96979.84,344.04,0,0,238242.72,1598.34,T
2039,94729.25,336.05,0,0,246051.42,1650.73,T
2040,92478.66,328.07,0,0,253860.12,1703.12,T
2041,90228.06,320.08,0,0,261668.82,1755.51,T
2042,87977.47,312.1,0,0,269477.52,1807.89,T
2043,85726.88,304.12,0,0,277286.22,1860.28,T
2044,83476.28,296.13,0,0,285094.92,1912.67,T
2045,81225.69,288.15,0,0,292903.62,1965.06,T
2046,78975.1,280.16,0,0,300712.32,2017.44,T
2047,76724.5,272.18,0,0,308521.02,2069.83,T
2048,74473.91,264.2,0,0,316329.72,2122.22,T
2049,72223.32,256.21,0,0,324138.42,2174.61,T
2050,69972.72,248.23,0,0,331947.12,2226.99,T
