年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,104774.64,109.18,83736.82,109.39,21037.82,108.33,
2019,95969.07,100,76548.07,100,19421,100,
2018,99894.78,104.09,79170.46,103.43,20724.32,106.71,
2017,101904.54,106.18,80982.4,105.79,20922.14,107.73,
2016,99263.03,103.43,79846.61,104.31,19416.42,99.98,
2015,96614.93,100.67,77616.65,101.4,18998.28,97.82,
2014,73952.8,77.06,59144.31,77.26,14808.49,76.25,
2021,105731.34,110.17,84654.96,110.59,21076.38,108.52,T
2022,106688.04,111.17,85573.1,111.79,21114.94,108.72,T
2023,107644.74,112.17,86491.24,112.99,21153.5,108.92,T
2024,108601.44,113.16,87409.38,114.19,21192.06,109.12,T
2025,109558.14,114.16,88327.52,115.39,21230.62,109.32,T
2026,110514.84,115.16,89245.66,116.59,21269.18,109.52,T
2027,111471.54,116.15,90163.8,117.79,21307.74,109.71,T
2028,112428.24,117.15,91081.94,118.99,21346.3,109.91,T
2029,113384.94,118.15,92000.08,120.19,21384.86,110.11,T
2030,114341.64,119.14,92918.22,121.39,21423.42,110.31,T
2031,115298.34,120.14,93836.36,122.58,21461.98,110.51,T
2032,116255.04,121.14,94754.5,123.78,21500.54,110.71,T
2033,117211.74,122.13,95672.64,124.98,21539.1,110.91,T
2034,118168.44,123.13,96590.78,126.18,21577.66,111.1,T
2035,119125.14,124.13,97508.92,127.38,21616.22,111.3,T
2036,120081.84,125.13,98427.06,128.58,21654.78,111.5,T
2037,121038.54,126.12,99345.2,129.78,21693.34,111.7,T
2038,121995.24,127.12,100263.34,130.98,21731.9,111.9,T
2039,122951.94,128.12,101181.48,132.18,21770.46,112.1,T
2040,123908.64,129.11,102099.62,133.38,21809.02,112.3,T
2041,124865.34,130.11,103017.76,134.58,21847.58,112.49,T
2042,125822.04,131.11,103935.9,135.78,21886.14,112.69,T
2043,126778.74,132.1,104854.04,136.98,21924.7,112.89,T
2044,127735.44,133.1,105772.18,138.18,21963.26,113.09,T
2045,128692.14,134.1,106690.32,139.38,22001.82,113.29,T
2046,129648.84,135.09,107608.46,140.58,22040.38,113.49,T
2047,130605.54,136.09,108526.6,141.78,22078.94,113.69,T
2048,131562.24,137.09,109444.74,142.98,22117.5,113.88,T
2049,132518.94,138.09,110362.88,144.17,22156.06,114.08,T
2050,133475.64,139.08,111281.02,145.37,22194.62,114.28,T
