年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,4515.48,106.82,412.13,102.64,4103.35,107.26,
2020,4417.77,104.51,205.99,51.3,4211.78,110.09,
2019,4227.16,100,401.52,100,3825.64,100,
2018,4008.45,94.83,931.97,232.11,3076.48,80.42,
2017,3894.63,92.13,727.25,181.12,3167.38,82.79,
2022,4684.49,110.82,238.85,59.49,4445.64,116.21,T
2023,4853.5,114.82,65.57,16.33,4787.93,125.15,T
2024,5022.51,118.82,0,0,5130.22,134.1,T
2025,5191.52,122.81,0,0,5472.51,143.05,T
2026,5360.53,126.81,0,0,5814.8,152,T
2027,5529.54,130.81,0,0,6157.09,160.94,T
2028,5698.55,134.81,0,0,6499.38,169.89,T
2029,5867.56,138.81,0,0,6841.67,178.84,T
2030,6036.57,142.8,0,0,7183.96,187.78,T
2031,6205.58,146.8,0,0,7526.25,196.73,T
2032,6374.59,150.8,0,0,7868.54,205.68,T
2033,6543.6,154.8,0,0,8210.83,214.63,T
2034,6712.61,158.8,0,0,8553.12,223.57,T
2035,6881.62,162.8,0,0,8895.41,232.52,T
2036,7050.63,166.79,0,0,9237.7,241.47,T
2037,7219.64,170.79,0,0,9579.99,250.42,T
2038,7388.65,174.79,0,0,9922.28,259.36,T
2039,7557.66,178.79,0,0,10264.57,268.31,T
2040,7726.67,182.79,0,0,10606.86,277.26,T
2041,7895.68,186.78,0,0,10949.15,286.2,T
2042,8064.69,190.78,0,0,11291.44,295.15,T
2043,8233.7,194.78,0,0,11633.73,304.1,T
2044,8402.71,198.78,0,0,11976.02,313.05,T
2045,8571.72,202.78,0,0,12318.31,321.99,T
2046,8740.73,206.78,0,0,12660.6,330.94,T
2047,8909.74,210.77,0,0,13002.89,339.89,T
2048,9078.75,214.77,0,0,13345.18,348.84,T
2049,9247.76,218.77,0,0,13687.47,357.78,T
2050,9416.77,222.77,0,0,14029.76,366.73,T
