年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,372209.6,104.77,142387.55,104.03,229822.05,105.24,
2020,410250.97,115.48,164360.93,120.08,245890.04,112.6,
2019,355246.68,100,136877.54,100,218369.14,100,
2018,366359.22,103.13,134720.83,98.42,231638.39,106.08,
2017,401405.66,112.99,146483.6,107.02,254922.06,116.74,
2016,291774.92,82.13,114244.21,83.46,177530.71,81.3,
2015,295104.01,83.07,116649.3,85.22,178454.71,81.72,
2014,310368.01,87.37,127031.86,92.81,183336.15,83.96,
2013,348323.45,98.05,138349.31,101.08,209974.14,96.16,
2022,374159.73,105.32,144943.12,105.89,229216.6,104.97,T
2023,376109.85,105.87,147498.7,107.76,228611.16,104.69,T
2024,378059.98,106.42,150054.27,109.63,228005.71,104.41,T
2025,380010.11,106.97,152609.84,111.49,227400.26,104.14,T
2026,381960.23,107.52,155165.42,113.36,226794.82,103.86,T
2027,383910.36,108.07,157720.99,115.23,226189.37,103.58,T
2028,385860.49,108.62,160276.56,117.09,225583.92,103.3,T
2029,387810.61,109.17,162832.14,118.96,224978.48,103.03,T
2030,389760.74,109.72,165387.71,120.83,224373.03,102.75,T
2031,391710.87,110.26,167943.28,122.7,223767.58,102.47,T
2032,393660.99,110.81,170498.86,124.56,223162.14,102.19,T
2033,395611.12,111.36,173054.43,126.43,222556.69,101.92,T
2034,397561.25,111.91,175610,128.3,221951.24,101.64,T
2035,399511.37,112.46,178165.58,130.16,221345.8,101.36,T
2036,401461.5,113.01,180721.15,132.03,220740.35,101.09,T
2037,403411.63,113.56,183276.72,133.9,220134.9,100.81,T
2038,405361.75,114.11,185832.3,135.77,219529.46,100.53,T
2039,407311.88,114.66,188387.87,137.63,218924.01,100.25,T
2040,409262.01,115.21,190943.44,139.5,218318.56,99.98,T
2041,411212.13,115.75,193499.02,141.37,217713.12,99.7,T
2042,413162.26,116.3,196054.59,143.23,217107.67,99.42,T
2043,415112.39,116.85,198610.16,145.1,216502.22,99.15,T
2044,417062.51,117.4,201165.74,146.97,215896.78,98.87,T
2045,419012.64,117.95,203721.31,148.83,215291.33,98.59,T
2046,420962.77,118.5,206276.88,150.7,214685.88,98.31,T
2047,422912.89,119.05,208832.46,152.57,214080.44,98.04,T
2048,424863.02,119.6,211388.03,154.44,213474.99,97.76,T
2049,426813.15,120.15,213943.6,156.3,212869.54,97.48,T
2050,428763.27,120.69,216499.18,158.17,212264.1,97.2,T
