年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,156062.7,130.67,44056.01,145.82,112006.69,125.54,
2020,116496.11,97.54,30108.56,99.65,86387.55,96.83,
2019,119432.92,100,30212.97,100,89219.95,100,
2018,133826.06,112.05,31670.97,104.83,102155.09,114.5,
2017,116147.19,97.25,27851.07,92.18,88296.12,98.96,
2016,122692.06,102.73,29097.43,96.31,93594.63,104.9,
2022,163474.91,136.88,48184.36,159.48,115290.56,129.22,T
2023,170887.13,143.08,52312.7,173.15,118574.42,132.9,T
2024,178299.34,149.29,56441.05,186.81,121858.29,136.58,T
2025,185711.55,155.49,60569.4,200.47,125142.16,140.26,T
2026,193123.77,161.7,64697.74,214.14,128426.02,143.94,T
2027,200535.98,167.91,68826.09,227.8,131709.89,147.62,T
2028,207948.19,174.11,72954.44,241.47,134993.76,151.3,T
2029,215360.41,180.32,77082.78,255.13,138277.62,154.99,T
2030,222772.62,186.53,81211.13,268.8,141561.49,158.67,T
2031,230184.83,192.73,85339.48,282.46,144845.36,162.35,T
2032,237597.05,198.94,89467.82,296.12,148129.22,166.03,T
2033,245009.26,205.14,93596.17,309.79,151413.09,169.71,T
2034,252421.47,211.35,97724.52,323.45,154696.96,173.39,T
2035,259833.69,217.56,101852.86,337.12,157980.82,177.07,T
2036,267245.9,223.76,105981.21,350.78,161264.69,180.75,T
2037,274658.11,229.97,110109.56,364.44,164548.56,184.43,T
2038,282070.33,236.17,114237.9,378.11,167832.42,188.11,T
2039,289482.54,242.38,118366.25,391.77,171116.29,191.79,T
2040,296894.75,248.59,122494.6,405.44,174400.16,195.47,T
2041,304306.97,254.79,126622.94,419.1,177684.02,199.15,T
2042,311719.18,261,130751.29,432.77,180967.89,202.83,T
2043,319131.39,267.21,134879.64,446.43,184251.76,206.51,T
2044,326543.61,273.41,139007.98,460.09,187535.62,210.19,T
2045,333955.82,279.62,143136.33,473.76,190819.49,213.88,T
2046,341368.03,285.82,147264.68,487.42,194103.36,217.56,T
2047,348780.25,292.03,151393.02,501.09,197387.22,221.24,T
2048,356192.46,298.24,155521.37,514.75,200671.09,224.92,T
2049,363604.67,304.44,159649.72,528.41,203954.96,228.6,T
2050,371016.89,310.65,163778.06,542.08,207238.82,232.28,T
