年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,14913.6,86.87,195.03,362.78,14718.57,86,
2020,16009.29,93.25,115.42,214.69,15893.87,92.87,
2019,17167.89,100,53.76,100,17114.13,100,
2018,19630.84,114.35,55.2,102.68,19575.64,114.38,
2017,21331.67,124.25,77.97,145.03,21253.7,124.19,
2016,32304.2,188.17,3775.25,7022.41,28528.95,166.7,
2015,37577.03,218.88,6423.62,11948.7,31153.41,182.03,
2014,37459.43,218.19,5380.57,10008.5,32078.86,187.44,
2013,38247.96,222.79,6965.77,12957.16,31282.19,182.79,
2022,13341.19,77.71,241.64,449.48,13099.55,76.54,T
2023,11768.77,68.55,288.25,536.18,11480.52,67.08,T
2024,10196.36,59.39,334.86,622.88,9861.5,57.62,T
2025,8623.95,50.23,381.47,709.58,8242.48,48.16,T
2026,7051.53,41.07,428.08,796.28,6623.45,38.7,T
2027,5479.12,31.91,474.69,882.98,5004.43,29.24,T
2028,3906.71,22.76,521.3,969.68,3385.41,19.78,T
2029,2334.29,13.6,567.91,1056.38,1766.38,10.32,T
2030,761.88,4.44,614.52,1143.08,147.36,0.86,T
2031,0,0,661.13,1229.78,0,0,T
2032,0,0,707.74,1316.48,0,0,T
2033,0,0,754.35,1403.18,0,0,T
2034,0,0,800.96,1489.88,0,0,T
2035,0,0,847.57,1576.58,0,0,T
2036,0,0,894.18,1663.28,0,0,T
2037,0,0,940.79,1749.98,0,0,T
2038,0,0,987.4,1836.68,0,0,T
2039,0,0,1034.01,1923.38,0,0,T
2040,0,0,1080.62,2010.08,0,0,T
2041,0,0,1127.23,2096.78,0,0,T
2042,0,0,1173.84,2183.48,0,0,T
2043,0,0,1220.45,2270.18,0,0,T
2044,0,0,1267.06,2356.88,0,0,T
2045,0,0,1313.67,2443.58,0,0,T
2046,0,0,1360.28,2530.28,0,0,T
2047,0,0,1406.89,2616.98,0,0,T
2048,0,0,1453.5,2703.68,0,0,T
2049,0,0,1500.11,2790.38,0,0,T
2050,0,0,1546.72,2877.08,0,0,T
