年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,316161.65,86.22,58444.65,53.35,257717,100.23,
2021,371450.37,101.3,106091.32,96.84,265359.05,103.2,
2020,376427.06,102.66,114784.62,104.78,261642.44,101.75,
2019,366685.94,100,109550.51,100,257135.43,100,
2018,359378.56,98.01,95022.69,86.74,264355.87,102.81,
2017,381423.65,104.02,107059.93,97.73,274363.72,106.7,
2016,344182.51,93.86,88360.9,80.66,255821.61,99.49,
2015,339658.11,92.63,88666.76,80.94,250991.35,97.61,
2014,356623.67,97.26,109107.93,99.6,247515.74,96.26,
2013,306515.99,83.59,111085.13,101.4,195430.86,76,
2023,299320.21,81.63,41409.36,37.8,257910.85,100.3,T
2024,282478.78,77.04,24374.07,22.25,258104.71,100.38,T
2025,265637.35,72.44,7338.79,6.7,258298.57,100.45,T
2026,248795.92,67.85,0,0,258492.42,100.53,T
2027,231954.49,63.26,0,0,258686.28,100.6,T
2028,215113.06,58.66,0,0,258880.13,100.68,T
2029,198271.63,54.07,0,0,259073.99,100.75,T
2030,181430.2,49.48,0,0,259267.85,100.83,T
2031,164588.76,44.89,0,0,259461.7,100.9,T
2032,147747.33,40.29,0,0,259655.56,100.98,T
2033,130905.9,35.7,0,0,259849.41,101.06,T
2034,114064.47,31.11,0,0,260043.27,101.13,T
2035,97223.04,26.51,0,0,260237.13,101.21,T
2036,80381.61,21.92,0,0,260430.98,101.28,T
2037,63540.18,17.33,0,0,260624.84,101.36,T
2038,46698.74,12.74,0,0,260818.69,101.43,T
2039,29857.31,8.14,0,0,261012.55,101.51,T
2040,13015.88,3.55,0,0,261206.41,101.58,T
2041,0,0,0,0,261400.26,101.66,T
2042,0,0,0,0,261594.12,101.73,T
2043,0,0,0,0,261787.97,101.81,T
2044,0,0,0,0,261981.83,101.88,T
2045,0,0,0,0,262175.69,101.96,T
2046,0,0,0,0,262369.54,102.04,T
2047,0,0,0,0,262563.4,102.11,T
2048,0,0,0,0,262757.25,102.19,T
2049,0,0,0,0,262951.11,102.26,T
2050,0,0,0,0,263144.96,102.34,T
