stock_code,name,name_abbr,tax_code,parent_tax_code,amount_capital,address,ind_class_codes,industry_code,industry,company_type
8464,億豐綜合工業股份有限公司,億豐,28696894,,2930202000,臺中市西屯區惠來里市政北七路９８號２３樓之１,"184200,464999,462099",38,nan,上市公司
4427,展頌股份有限公司,展頌,22927617,,2125415070,臺中市西屯區惠來里７鄰市政路３８６號１９樓之６,"111999,115115,184111,185099",04,紡織纖維,公開發行公司
2062,橋椿金屬股份有限公司,橋椿,59353423,,1999941520,臺中市西屯區惠來里７鄰市政路３８６號２２樓１，３，５－８及２３樓１，３等,259999,38,nan,上市公司
9921,巨大機械工業股份有限公司,巨大,56054251,,3920646260,臺中市西屯區林厝里東大路１段９９７號及９９９號,"313100,313200,331199",37,nan,上市公司
5234,達興材料股份有限公司,達興材料,28357108,,1027159110,臺中市西屯區林厝里科園一路１５號,"199011,184199,181015,462099",26,光電業,上市公司
,凌嘉科技股份有限公司,,70626771,,649920120,臺中市西屯區林厝里科園一路１６號,"292999,254411",,,
,威翔航空科技股份有限公司,,54135526,,600000000,臺中市西屯區林厝里科園一路５號,"319014,452000",,,
4583,台灣精銳科技股份有限公司,台灣精銳,70647919,,801713510,臺中市西屯區林厝里科園三路１０號,"293411,293917,252299,292999",05,電機機械,上市公司
3656,聯勝光電股份有限公司,聯勝,12800908,,582493400,臺中市西屯區林厝里科園三路８號,"264200,264100,269911,262000",13,電子工業,公開發行公司
4171,瑞基海洋生物科技股份有限公司,瑞基,27489806,,574574690,臺中市西屯區林厝里科園二路１９號,"200300,199012,200599,275114",33,農業科技業,上櫃公司
8038,長園科技實業股份有限公司,長園科,16207745,,628741900,臺中市西屯區林厝里科雅東路９號,"282011,452000",28,電子零組件業,上櫃公司
,晨豐光電股份有限公司,,25097311,,1006500000,臺中市西屯區潮洋里市政北二路２３６號２４樓之１,"231999,269911,464917,464999",,,
,海能風力發電股份有限公司,,50898557,,11573100000,臺中市西屯區潮洋里市政北二路２８２號１３樓之５,281099,,,
,分享家食品股份有限公司,,12683198,,587000000,臺中市西屯區潮洋里市政北二路２８２號２９樓,"085099,089714,092099,454811",,,
,瀚泰能源股份有限公司,,83225526,,600000000,臺中市西屯區潮洋里朝富路２１３號３樓之８,289099,,,
3685,元創精密車業股份有限公司,元創精密,52811070,,795740000,臺中市西屯區潮洋里０１９鄰朝富路２１３號４樓之７,"220999,284299,269999,277911",05,電機機械,上櫃公司
2634,漢翔航空工業股份有限公司,漢翔,97160544,,9418671010,臺中市西屯區西平里漢翔路１號,"351000,319014,457113,303011",15,航運業,上市公司
,承鋒鑄造工業股份有限公司,,55837778,,680000000,臺中市豐原區南村里水源路３４３巷６－１號,"241212,232100,254999",,,
,天心工業股份有限公司,,52259079,,550000000,臺中市霧峰區南柳里霧工八路６號,"313200,272999,458211,464299",,,
,英屬維京群島商永冠能源材料股份有限公司台灣分公司,,54394190,,3266000000,臺中市龍井區麗水里環港路１６８號,254111,,,
6793,天力離岸風電科技股份有限公司,天力離岸,24490436,,7000000000,臺中市龍井區麗水里環港路２３５號,"464111,281099,452000,451099",20,其他,興櫃公司
2048,中龍鋼鐵股份有限公司,中龍鋼鐵,84613756,,86125861000,臺中市龍井區麗水里龍昌路１００號,"241100,241311,170099,241312",10,鋼鐵工業,公開發行公司
,永鑫再生能源開發股份有限公司,,52413925,,905000000,臺北市中山區下埤里復興北路４２０號１３樓之１,289099,,,
,嘉原能源股份有限公司,,83715827,,759500000,臺北市中山區下埤里復興北路４２０號１３樓之１,"351000,289099,760999",,,
,兆洋股份有限公司,,43848955,,722000000,臺北市中山區下埤里復興北路４２０號１３樓之２,"760999,281099,269999,289099",,,
,台灣京瓷辦公資訊系統股份有限公司,,96904997,,1000000000,臺北市中山區下埤里民權東路３段３７號６樓，６樓之１,"464111,340099,340017,433199",,,
,郡宏光電股份有限公司,,29006539,,1367000000,臺北市中山區中吉里南京東路２段１０１號９樓,"464299,269999",,,
,元昱太陽光電股份有限公司,,54974009,,600000000,臺北市中山區中吉里松江路１２６號３樓之２,"264300,281099,464211,711299",,,
,日商富士電機股份有限公司工事事務所,,00510302,,9731350765,臺北市中山區中吉里０１０鄰松江路１６８號５樓,"433199,340099",,,
,貝民股份有限公司,,20561107,,927107730,臺北市中山區中吉里１０鄰松江路１６８號８樓,"183099,181099,199099,269999",,,
,台灣寶理塑膠股份有限公司,,22853994,,1590000000,臺北市中山區中央里南京東路２段１３７號１２樓,"451099,184199",,,
1101,臺灣水泥股份有限公司,台泥,11913502,,77511817420,臺北市中山區中山北路２段１１３號,"233100,233300,382112",01,水泥工業,上市公司
2104,國際中橡投資控股股份有限公司,國際中橡,04382114,,9847336250,臺北市中山區中山北路２段１１３號８樓,"462013,669199,454512,184200",11,橡膠工業,上市公司
1103,嘉新水泥股份有限公司,嘉泥,11892801,,7902474590,臺北市中山區中山北路２段９６號,233100,01,水泥工業,上市公司
2371,大同股份有限公司,大同,11026506,,23395366850,臺北市中山區中山北路３段２２號,"521000,283100,140200,140400",05,電機機械,上市公司
4738,大同精密化學股份有限公司,大同精化,12306385,,775960000,臺北市中山區中山北路３段２２號,"192011,461400,464211,192011",21,化學工業,興櫃公司
1325,恒大股份有限公司,恆大,11455800,,852811980,臺北市中山區中山里林森北路３７２號１０樓,"451099,113000",03,塑膠工業,上市公司
,彩煇科技股份有限公司,,16089466,,680000000,臺北市中山區中山里長春路１９號５樓,264100,,,
,智合精準醫學科技股份有限公司,,24939569,,1700000000,臺北市中山區力行里南京東路三段７０號１０樓,"457112,457113,200211,712999",,,
,多聯科技股份有限公司,,97172133,,684433000,臺北市中山區力行里南京東路３段１６８號１３樓,"199099,462099,199012,383099",,,
,美商奇異航空系統有限公司台灣分公司,,90078669,,643066249,臺北市中山區力行里南京東路３段１６８號１５樓之２,"293999,340099,461599,464999",,,
,台灣桃電投資股份有限公司,,24307557,,2481457790,臺北市中山區力行里南京東路３段１６８號１６樓之１,"649911,289099,702012,760999",,,
,台灣艾希亞投資股份有限公司,,28834355,,4142007390,臺北市中山區力行里南京東路３段１６８號１６樓之１,"670012,289099,702012,760999",,,
,星暘能源股份有限公司,,90177491,,1511000000,臺北市中山區力行里南京東路３段１６８號９樓,"289099,760999,669199,702012",,,
1104,環球水泥股份有限公司,環泥,07568009,,6732174670,臺北市中山區南京東路２段１２５號１０樓,"233300,233100,461999,451099",01,水泥工業,上市公司
,聯超實業股份有限公司,,89609149,,899705630,臺北市中山區南京東路２段２０６號１３樓之５,"181099,181015,184199,199099",,,
1709,和益化學工業股份有限公司,和益,04312878,,4770162720,臺北市中山區南京東路２段２０６號１４樓,"181015,181099,681112",21,化學工業,上市公司
,和協環保科技股份有限公司,,84447589,,500000000,臺北市中山區南京東路２段２０６號１４樓,"181014,184199,199012,181015",,,
1220,台榮產業股份有限公司,台榮,03543210,,1790779000,臺北市中山區南京東路２段２０６號６樓,"032111,087000,089399,012999",02,食品工業,上市公司
,台灣日立江森自控股份有限公司,,11915305,,2334470900,臺北市中山區南京東路３段６１號１－２樓及６３號１至４樓,"285999,293918,433211,285111",,,
,立宏生物科技股份有限公司,,89477528,,915000000,臺北市中山區南京東路３段６８號１４樓,"089999,869100,723000,760999",,,
,智豐科技股份有限公司,,13117926,,1434886000,臺北市中山區南京東路３段６８號８樓,"269999,464211,483111,451099",,,
,員和工業股份有限公司,,04293133,,500000000,臺北市中山區圓山里德惠街９號６樓,"199012,184199,192013,170099",,,
,六和化工股份有限公司,,07057442,,6968937830,臺北市中山區圓山里德惠街９號６樓,"084011,089917,183099,462099",,,
,和新化學工業股份有限公司,,97105579,,800000000,臺北市中山區圓山里德惠街９號８樓之２,"462099,089917,181014,193299",,,
4770,上品綜合工業股份有限公司,上品,36075449,,799760000,臺北市中山區圓山里民族東路１２號４樓,"451099,220112",21,化學工業,上市公司
8952,金頻道有線電視股份有限公司,金頻道,97161298,,748880200,臺北市中山區埤頭里八德路２段２６０號８樓,"433199,433117,340099",20,其他,公開發行公司
2597,潤弘精密工程事業股份有限公司,潤弘,66394146,,1849500000,臺北市中山區埤頭里八德路２段３０８號１０樓,"233300,233100,233200",14,建材營造,上市公司
8463,潤泰精密材料股份有限公司,潤泰材,86871981,,1500000000,臺北市中山區埤頭里八德路２段３０８號１０樓,"233100,461999,060099",20,其他,上市公司
,潤華染織廠股份有限公司,,27093207,,7245340000,臺北市中山區埤頭里八德路２段３０８號１１樓之１,112112,,,
2915,潤泰全球股份有限公司,潤泰全,14053007,,11043187720,臺北市中山區埤頭里八德路２段３０８號１３樓之１,"111999,454999,472999,453112",18,貿易百貨,上市公司
1618,合機電線電纜股份有限公司,合機,23206102,,1926917470,臺北市中山區埤頭里復興南路１段３６―９號３樓,"681112,433112,451099,283100",06,電器電纜,上市公司
,三福氣體股份有限公司,,11072509,,11978124060,臺北市中山區康樂里中山北路２段２１號５樓,"181099,181015,192011,610200",,,
,藍海氣體工業股份有限公司,,28438186,,800000000,臺北市中山區康樂里中山北路２段２１號５樓,"199099,451099,462099",,,
4755,三福化工股份有限公司,三福化,80170651,,907060000,臺北市中山區康樂里中山北路２段２１號５樓,"451099,462099,181099,181015",21,化學工業,上市公司
,正大尼龍工業股份有限公司,,38018607,,650000000,臺北市中山區康樂里南京東路１段１５號４樓之３,"185011,670011,670012,451099",,,
,國宏股份有限公司,,12276447,,1056706560,臺北市中山區建國北路１段６９號１１，１２樓７１號１１樓,"170099,170011",,,
,天聲工業股份有限公司,,12275995,,741000000,臺北市中山區建國北路２段１２７號９樓,"241211,293800,431014,464211",,,
,穗曄實業股份有限公司,,14076058,,937595890,臺北市中山區建國北路２段６６號６樓,"451099,462099,183099,181099",,,
2010,春源鋼鐵工業股份有限公司,春源,11529802,,6476553000,臺北市中山區復興北路５０２號６樓﹒６之１樓﹒７樓﹒７樓之１,"241311,431011",10,鋼鐵工業,上市公司
1324,地球綜合工業股份有限公司,地球,07147916,,751218000,臺北市中山區復華里南京東路３段６１號７樓,"184199,112112,220211,220999",03,塑膠工業,上市公司
2415,錩新科技股份有限公司,錩新,44913118,,900000000,臺北市中山區復華里遼寧街１７９號２０樓,"254199,259999,269999,303099",28,電子零組件業,上市公司
,日商日鐵技術台灣工地辦事處,,00515192,,15000000000,臺北市中山區復華里長春路２５８巷６號３樓之５,340011,,,
5481,新華泰富股份有限公司,新華,23790625,,714028910,臺北市中山區復華里長春路３２８號８樓之１,"231999,269999,458211,669199",20,其他,上櫃公司
1819,豐鼎光波奈米科技股份有限公司,豐鼎,89321602,,3350435550,臺北市中山區恆安里林森北路５５４號５樓,"281099,234099,461311,432000",14,建材營造,公開發行公司
,杜康藥業股份有限公司,,94013871,,960000000,臺北市中山區成功里樂群三路１２８號１４樓,"181099,462099",,,
,台灣東洋先端科技股份有限公司,,70815534,,600000000,臺北市中山區新生里松江路３１８號６樓及６樓之１,"181014,199012,464299",,,
,芳泉工業股份有限公司,,12262675,,1280000000,臺北市中山區晴光里中山北路３段２７號１２樓,"253912,253999",,,
,行企股份有限公司,,12971297,,805000000,臺北市中山區朱園里南京東路２段１５０號７樓,"681112,464915,475199,332900",,,
,唐榮車輛科技股份有限公司,,79953001,,708423740,臺北市中山區朱園里南京東路２段１６０號９樓,"464922,301099,302012,303099",,,
,復盛股份有限公司,,28674272,,12308470250,臺北市中山區朱園里南京東路２段１７２號１，２，３樓,"241212,241213,281099,292999",,,
6670,復盛應用科技股份有限公司,復盛應用,53091900,,1184300000,臺北市中山區朱園里南京東路２段１７２號３樓,"210200,220300,220112,241212",37,nan,上市公司
1598,岱宇國際股份有限公司,岱宇,23751545,,1596097540,臺北市中山區朱園里松江路１１１號１２樓,"458299,456211,249999,451099",37,nan,上市公司
,日商三菱商事大潭七號機擴建工程事務所,,77797650,,57899296187,臺北市中山區朱園里松江路８７號１４樓,"340099,433900",,,
,瑞福食品股份有限公司,,52500300,,900000000,臺北市中山區朱園里松江路８７號１７樓,"089999,453999,454999,472999",,,
2211,長榮鋼鐵股份有限公司,長榮鋼,81188829,,4170914630,臺北市中山區朱園里長安東路２段１００號１１樓,"302011,259999,302012,431011",10,鋼鐵工業,上市公司
,哥吉生技有限公司,,55688209,,1000000000,臺北市中山區朱園里長安東路２段６３號３樓,"760912,712999,181099,199099",,,
,華強實業股份有限公司,,52610926,,700000000,臺北市中山區朱崙里建國北路１段２１號７樓,"193111,193199,456700,089199",,,
1590,英屬開曼群島商亞德客國際股份有限公司台灣分公司,亞德客-KY,53666460,,8677000000,臺北市中山區朱馥里民生東路３段１０號９樓,291900,05,電機機械,上市公司
,奇異亞洲醫療設備股份有限公司,,84307412,,527000000,臺北市中山區朱馥里民生東路３段８號６樓,"475199,457199,340099",,,
1201,味全食品工業股份有限公司,味全,11347802,,8000000000,臺北市中山區松江路１２５號,"089611,085012,092099,451099",02,食品工業,上市公司
1444,力麗企業股份有限公司,力麗,07663290,,9955950590,臺北市中山區松江路１６２號１１樓,111299,04,紡織纖維,上市公司
1447,力鵬企業股份有限公司,力鵬,33955322,,9100712420,臺北市中山區松江路１６２號６樓,111299,04,紡織纖維,上市公司
1614,台灣三洋電機股份有限公司,三洋電,03564501,,3166040000,臺北市中山區松江路２６６號１０樓,"293999,285999,272112,451099",06,電器電纜,上市公司
9905,大華金屬工業股份有限公司,大華,04403363,,3050000000,臺北市中山區松江路２９３―８０５號,"253912,220911,251299",20,其他,上市公司
1764,長春石油化學股份有限公司,長春石化,11384806,,7151862870,臺北市中山區松江路３０１號７樓,"243100,462099,087000,181099",07,化學生技醫療,公開發行公司
,中國廣播股份有限公司,,03708205,,3224354400,臺北市中山區松江路３７５號７樓,"272999,601011",,,
,台灣美聲企業股份有限公司,,04367057,,621000000,臺北市中山區松江路６７號２樓,"160100,473111,476314,461515",,,
1215,台灣卜蜂企業股份有限公司,卜蜂,36514783,,2947900980,臺北市中山區松江路８７號１７樓,"012999,081112,087000,013099",02,食品工業,上市公司
,慧盛材料股份有限公司,,42839916,,2105332000,臺北市中山區松江里松江路２２３號十五樓,"089999,181099,181015,181014",,,
,信昌化學工業股份有限公司,,86120031,,1052371120,臺北市中山區松江里松江路３０１號７樓,"462099,181015,184200,462017",,,
,日商三菱化工機股份有限公司頭份工程場所,,26206702,,1472390000,臺北市中山區正得里中山北路１段２７號１１樓,"340015,422099,370000,422012",,,
,日商三菱化工機股份有限公司電材工廠工程場所,,42458970,,1187092500,臺北市中山區正得里中山北路１段２７號１１樓,"340015,422099,370000,422012",,,
,日商三菱化工機股份有限公司充填設備工程場所,,42523634,,1187092500,臺北市中山區正得里中山北路１段２７號１１樓,"340015,422099,370000,422012",,,
,日商三菱化工機股份有限公司化學建廠工程場所,,77218961,,1187092500,臺北市中山區正得里中山北路１段２７號１１樓,340015,,,
2006,東和鋼鐵企業股份有限公司,東和鋼鐵,75280209,,7302138180,臺北市中山區正得里長安東路１段９號６樓,"241313,269999",10,鋼鐵工業,上市公司
,東鋼鋼結構股份有限公司,,84307530,,2063105270,臺北市中山區正得里長安東路１段９號６樓,"241311,431011,340099,681112",,,
,中和紡織股份有限公司,,07057604,,538200000,臺北市中山區民安里中山北路２段２６巷１５號１樓,111111,,,
1419,新光紡織股份有限公司,新紡,07435901,,3000412000,臺北市中山區民安里中山北路２段４４號１１樓、１２樓、１５樓,"112112,114011,473211,681112",04,紡織纖維,上市公司
,宜鋼股份有限公司,,07671025,,600000000,臺北市中山區民生東路１段１３號３樓,"254999,252299,291900,434099",,,
,永大特殊鋼股份有限公司,,11167300,,1010250000,臺北市中山區民生東路２段２２號,252100,,,
2020,美亞鋼管廠股份有限公司,美亞,44680700,,2225261000,臺北市中山區江寧里民權東路３段２―１號１２樓,"241211,681111",10,鋼鐵工業,上市公司
,台灣本田股份有限公司,,80327957,,3580000000,臺北市中山區江山里民生東路３段６９號１４樓,"301099,465111,465212",,,
1203,味王股份有限公司,味王,07067309,,2400000000,臺北市中山區聚盛里中山北路２段７９號５樓,"089611,089212,085099,292300",02,食品工業,上市公司
1467,南緯實業股份有限公司,南緯,69559487,,2336246670,臺北市中山區聚盛里林森北路４２６號２樓,"112111,114099,455112,455999",04,紡織纖維,上市公司
,台灣士敏工程企業股份有限公司,,04435512,,601656000,臺北市中山區聚葉里中山北路２段１１３號１０樓,"293919,233300,233200,269913",,,
,台泥蓮信綠能股份有限公司,,42958715,,4252000000,臺北市中山區聚葉里中山北路２段１１３號１０樓,"281099,289099",,,
,嘉和綠能股份有限公司,,83474931,,3700000000,臺北市中山區聚葉里中山北路２段１１３號１０樓,"289099,760999",,,
,台泥循環能源科技股份有限公司,,82908184,,28450979180,臺北市中山區聚葉里中山北路２段１１３號１１樓,"281099,269999,282011,281012",,,
,台泥儲能科技股份有限公司,,83196607,,2506000000,臺北市中山區聚葉里中山北路２段１１３號１１樓,"281099,269999,282011,285999",,,
,台灣三元能源科技股份有限公司,,90838471,,22001000000,臺北市中山區聚葉里中山北路２段１１３號１１樓,"281099,269999",,,
,台泥再生資源股份有限公司,,23988339,,1400000000,臺北市中山區聚葉里中山北路２段１１３號９樓,"462099,181015,681112",,,
3537,堡達實業股份有限公司,堡達,22625795,,535647420,臺北市中山區聚葉里中山北路２段１２９號１０樓,"269913,269999",28,電子零組件業,上櫃公司
,日商日本車輛製造股份有限公司台鐵電聯車７００型工事事務所,,09761682,,3198341000,臺北市中山區聚葉里中山北路２段１２９號９樓之２,"319013,712999,711299",,,
4506,崇友實業股份有限公司,崇友,04416894,,1770120000,臺北市中山區興亞里南京東路２段８８號１３樓,"293511,461515,433112,433115",05,電機機械,上櫃公司
,產協企業股份有限公司,,11829913,,748600000,臺北市中山區興亞里南京東路２段９０號３樓,"184111,451099,474399,461112",,,
,睿亞投資開發有限公司,,50853968,,500000000,臺北市中山區行政里松江路３６３號１０樓,"670012,289099",,,
6290,良維科技股份有限公司,良維,11298247,,1581990700,臺北市中山區長安東路１段３６號１０樓,"283100,283299",28,電子零組件業,上櫃公司
8085,福華電子股份有限公司,福華,11825450,,1399830600,臺北市中山區集英里中山北路３段２２號,"284299,303099,312200,269911",31,其他電子業,上櫃公司
,大同智能股份有限公司,,24937555,,5158163370,臺北市中山區集英里中山北路３段２２號（設工大樓）,"281099,269999,282011,351000",,,
1603,中華電線電纜股份有限公司,華電,35882520,,1916880000,臺北市中山區集英里中山北路３段５８號４樓﹒５８號５樓之２,"283100,252211,242312,243312",06,電器電纜,上市公司
,台灣美國無線電股份有限公司,,43433203,,1537450000,臺北市中山區集英里中山北路３段５８號７樓之１,273011,,,
,富達鋼鐵股份有限公司,,04447088,,900754110,臺北市中山區龍江路４５１號１樓,"241311,241100,681111,681115",,,
1616,億泰電線電纜股份有限公司,億泰,22819700,,1941485000,臺北市中正區仁愛路２段９１巷１號１樓,"283100,451099,433112,210999",06,電器電纜,上市公司
1109,信大水泥股份有限公司,信大,03279507,,3411588680,臺北市中正區寶慶路３７號７樓,"233100,382112",01,水泥工業,上市公司
8929,富堡工業股份有限公司,富堡,30851864,,505808620,臺北市中正區幸市里忠孝東路２段１３０號２樓之３,"151299,332900,457199,475199",20,其他,上櫃公司
,台中銀租賃事業股份有限公司,,53023903,,2206305110,臺北市中正區幸市里新生南路１段５０號４樓之５,"113000,130100,649100,455999",,,
,深耕開發股份有限公司,,84611899,,9866088730,臺北市中正區幸福里忠孝東路１段１５２號２樓,"269999,271100",,,
,嵩益實業股份有限公司,,21259476,,652084450,臺北市中正區忠孝東路２段１９號３樓,"210100,243311,464211,669199",,,
,旭榮製衣股份有限公司,,84790909,,508000000,臺北市中正區忠孝東路２段９６號３樓,"451099,455211,455299,292499",,,
,萬寶祿生技新藥股份有限公司,,24942972,,2520000000,臺北市中正區梅花里忠孝東路１段４９巷１７號３樓,181014,,,
,和橋實業股份有限公司,,04277611,,945000000,臺北市中正區梅花里忠孝東路１段８５號１９樓,"462099,184200",,,
2107,厚生股份有限公司,厚生,03283306,,3035934000,臺北市中正區漢口街一段８２號８樓,"670011,461915,530100,210999",11,橡膠工業,上市公司
1310,台灣苯乙烯工業股份有限公司,台苯,20844865,,5278697640,臺北市中正區羅斯福路１段６號８樓之１,"199099,339999",03,塑膠工業,上市公司
,裕盛開發股份有限公司,,70815844,,724570000,臺北市中正區羅斯福路１段６號８樓之１,"670012,193299",,,
,桂冠實業股份有限公司,,18868215,,883000000,臺北市中正區羅斯福路３段１２６號,"454399,081211,085099,089199",,,
,金車股份有限公司,,05007903,,3975000000,臺北市中正區羅斯福路３段２３０號,"454913,092099,085099,454999",,,
1701,中國化學製藥股份有限公司,中化,03088802,,2980810000,臺北市中正區襄陽路２３號,"464915,451099,200211,723000",22,生技醫療業,上市公司
,元瀚材料股份有限公司,,70565389,,1838192680,臺北市中正區重慶南路２段５１號１５樓,"669199,464211,220111,464111",,,
,赫力昂生技股份有限公司,,11912601,,620000000,臺北市中正區黎明里忠孝西路１段６６號２４樓,"454920,089800",,,
4743,合一生技股份有限公司,合一,29108260,,4553612250,臺北市中正區黎明里忠孝西路１段６６號３５樓,"457111,332900,454999,457112",22,生技醫療業,上櫃公司
,新仁能源開發股份有限公司,,54949157,,1277000000,臺北市中正區黎明里忠孝西路１段８０號１６樓,281099,,,
,富通太陽光二股份有限公司,,90469700,,1478768750,臺北市中正區黎明里忠孝西路１段８０號１６樓,"289099,434013,669199",,,
5356,協益電子股份有限公司,協益,35229109,,1030400000,臺北市中正區黎明里館前路４９號３樓,"269999,271999,303099,220911",25,電腦及週邊設備業,上櫃公司
8394,台灣菸酒股份有限公司,臺灣菸酒,03787101,,43854999000,臺北市中正區龍福里南昌路１段４號１樓,"100000,091900,454999",20,其他,公開發行公司
,永豐餘工業用紙股份有限公司,,27719048,,4672600000,臺北市中正區龍福里重慶南路２段５１號１０樓,"160100,160211",,,
,海尼根台灣股份有限公司,,70770430,,532000000,臺北市信義區中興里信義路四段４５８號２３樓,"454611,454700,091900,454999",,,
,昱昶能源股份有限公司,,42998499,,717926468,臺北市信義區五常里松隆路１０２號１７樓之１,281099,,,
2427,三商電腦股份有限公司,三商電,31275691,,1968144630,臺北市信義區信義路５段１５０巷２號４樓之３,"771399,293600,464111,771312",30,資訊服務業,上市公司
1795,美時化學製藥股份有限公司,美時,11456110,,2655183120,臺北市信義區六合里松仁路２７７號１７樓,"475112,200211",22,生技醫療業,上市公司
,豐新一陽光能源股份有限公司,,83478704,,1080000000,臺北市信義區安康里松仁路８９號１２樓,281099,,,
3512,皇龍開發股份有限公司,皇龍,86746561,,970723720,臺北市信義區安康里松德路１７１號１６樓之２,"670011,269999",14,建材營造,上櫃公司
,美商奇異電氣股份有限公司大潭計畫辦事處,,75959263,,20509829731,臺北市信義區廣居里松高路７７號１８樓之１,340015,,,
3021,鴻名企業股份有限公司,鴻名,84274833,,958900000,臺北市信義區新仁里東興路５９號６樓,"620199,464211,631299,220999",28,電子零組件業,上市公司
,台灣史谷脫紙業股份有限公司,,11820053,,545204000,臺北市信義區景新里信義路５段８號９樓,"159111,456913,457113",,,
,台灣科思創股份有限公司,,04701378,,552373230,臺北市信義區景聯里信義路五段２號１０樓,"181015,183099,462099",,,
,豐新森陽光能源股份有限公司,,90221953,,1800000000,臺北市信義區松仁路８９號１２樓之４,281099,,,
,豐新二陽光能源股份有限公司,,90818405,,1500000000,臺北市信義區松仁路８９號１２樓之４,281099,,,
2493,揚博科技股份有限公司,揚博,30929883,,1144373000,臺北市信義區松德路１７１號１７樓,"620212,464914,293919",28,電子零組件業,上市公司
,友嘉實業股份有限公司,,30878408,,1024291740,臺北市信義區永吉路１８６號１樓,291211,,,
9929,秋雨創新股份有限公司,秋雨,69439272,,1012800000,臺北市信義區永吉里市民大道６段２８８號９樓,"160211,160100,160212,670011",20,其他,上市公司
,偉智光電科技股份有限公司,,16292587,,1331881000,臺北市信義區永春里忠孝東路５段６６９號２樓之２,"275111,464211",,,
,中紡科技實業股份有限公司,,28440296,,1123000000,臺北市信義區興隆里基隆路一段２００號６樓之１,"111211,111299,111299,111299",,,
1408,中興紡織廠股份有限公司,中興紡織,35082604,,5450703820,臺北市信義區興隆里基隆路一段２００號６樓之１,"184111,184199,184112",04,紡織纖維,公開發行公司
1477,聚陽實業股份有限公司,聚陽,23609668,,2418565810,臺北市信義區興隆里忠孝東路四段５５０號８樓,"451099,455211,123099,473999",04,紡織纖維,上市公司
,坤慶國際開發股份有限公司,,11438401,,779969000,臺北市信義區興隆里忠孝東路４段５６０號９樓之２,"112111,112112",,,
,長庚國際能源股份有限公司,,27763923,,1986406500,臺北市信義區興雅里基隆路１段１５９號１３樓,"282012,289011,281012,464922",,,
,星崴電力股份有限公司,,83645885,,1000000000,臺北市信義區興雅里松高路１號１０樓之１,281099,,,
,台灣韋能能源股份有限公司,,43908165,,511406800,臺北市信義區興雅里松高路１號２１樓,281099,,,
,台灣韋能能源控股股份有限公司,,83709487,,2845568550,臺北市信義區興雅里松高路１號２１樓,"649911,760999,281099,269999",,,
,圓方創新股份有限公司,,22538379,,761541560,臺北市信義區西村里基隆路１段３３３號２０樓,"269999,464499,483111,681112",,,
,輝瑞大藥廠股份有限公司,,37199708,,633805000,臺北市信義區西村里松仁路１００號４２、４３樓,"200212,200211",,,
,日煙國際製造股份有限公司,,54368658,,6284286320,臺北市信義區西村里松仁路３２號７樓,"454611,472913,100000",,,
2492,華新科技股份有限公司,華新科,19004316,,4858047740,臺北市信義區西村里松智路１號２４樓,"262000,464211,464211",28,電子零組件業,上市公司
1605,華新麗華股份有限公司,華新,35412204,,40313329480,臺北市信義區西村里松智路１號２５樓,"283100,220111,670012,220300",06,電器電纜,上市公司
,華新能源電纜系統股份有限公司,,89114337,,3000000000,臺北市信義區西村里松智路１號２５樓,283100,,,
8433,弘帆股份有限公司,弘帆,12547173,,532452220,臺北市內湖區內湖路１段３６０巷１７號５樓,"339199,451099,740999",38,nan,上櫃公司
,綿春纖維工業股份有限公司,,22349877,,513956340,臺北市內湖區內湖路１段３９２丶３９６號１０樓丶３９６號１０樓之１,"112999,114099,121099,123099",,,
,瑞安大藥廠股份有限公司,,23045916,,559554360,臺北市內湖區港墘里內湖路一段３９２號１１樓之１,"452000,457299,200211",,,
1456,怡華實業股份有限公司,怡華,33144175,,937200000,臺北市內湖區港墘里內湖路１段３９２號１２樓之１,"681111,681112,111999,112999",14,建材營造,上市公司
,新燕實業股份有限公司,,07487111,,2789250000,臺北市內湖區港墘里內湖路１段５１２號３樓,"112211,670012",,,
,神耀科技股份有限公司,,94096794,,900000000,臺北市內湖區港墘里堤頂大道二段１８７號６樓,"620211,620212,271999,293999",,,
,神通電腦股份有限公司,,47249755,,4065912250,臺北市內湖區港墘里堤頂大道２段１８７號,"464111,293600,269999",,,
,神通資訊科技股份有限公司,,53000774,,1700000000,臺北市內湖區港墘里堤頂大道２段１８７號１０樓,"620211,620212,271999,293999",,,
,默克先進科技材料股份有限公司,,84308806,,881300000,臺北市內湖區港墘里堤頂大道２段８９號６樓,"740200,464211,264100",,,
6113,亞矽科技股份有限公司,亞矽,22033899,,500471000,臺北市內湖區港墘里洲子街５８號７樓,"464211,269911",29,電子通路業,上櫃公司
6215,和椿科技股份有限公司,和椿,12304443,,827896930,臺北市內湖區港墘里洲子街６０號２樓,"464211,464999,293999",31,其他電子業,上市公司
3360,尚立股份有限公司,尚立,09473845,,764022440,臺北市內湖區港墘里洲子街７６號６樓,"272999,089999",29,電子通路業,上櫃公司
8436,大江生醫股份有限公司,大江,12292039,,1182608300,臺北市內湖區港墘里港墘路１８７號８樓,"089800,454920",22,生技醫療業,上櫃公司
,台灣第一新藥股份有限公司,,27531430,,2148854890,臺北市內湖區港墘里港墘路１８９號８樓,"193299,475299,464111,869100",,,
,景德製藥股份有限公司,,03436008,,650000000,臺北市內湖區港墘里港墘路２２１巷４１號４樓,"200211,464915,332900",,,
